IDLOG,IDTRACKER,IDSTATUS,APLC_SEQ_NO,PROC_PGRS_SEQ_NO,APLC_STATUS,APLC_AUTH,DATA_CHNG_DTTM
13490,7899,10,12004152869,1,DOC Registration,Approved,02/27/2023 14:32
13491,7899,15,12004152869,1,Quality Assurance (QAM),Approved,02/27/2023 14:32
13492,7899,20,12004152869,1,Data Entry,Approved,02/28/2023 10:38
13493,7899,30,12004152869,1,B/L Check,Approved,02/28/2023 10:38
13494,7899,40,12004152869,1,Application Check,Approved,02/28/2023 15:25
13495,7899,61,12004152869,1,Member Bank Apprval 1,Approved,02/28/2023 16:46
13496,7899,70,12004152869,1,Approval Completed,Approved,03/02/2023 20:51
13497,7899,70,12004152869,2,Approval Completed,,03/02/2023 20:51
13498,6451,10,12003149629,1,DOC Registration,Approved,01/20/2023 9:22
13499,6451,15,12003149629,1,Quality Assurance (QAM),Approved,01/20/2023 9:22
13500,6451,20,12003149629,1,Data Entry,Approved,01/20/2023 12:54
13501,6451,30,12003149629,1,B/L Check,Approved,01/20/2023 12:54
13502,6451,40,12003149629,1,Application Check,Approved,01/20/2023 13:19
13503,6451,50,12003149629,1,Merchant Analyst,Approved,01/20/2023 15:37
13504,6451,61,12003149629,1,Member Bank Apprval 1,Approved,01/20/2023 16:36
13505,6451,70,12003149629,1,Approval Completed,Approved,01/24/2023 21:11
13506,6451,70,12003149629,2,Approval Completed,,01/24/2023 21:11
13507,6452,10,12003150544,1,DOC Registration,Approved,01/20/2023 10:06
13508,6452,15,12003150544,1,Quality Assurance (QAM),Approved,01/20/2023 10:06
13509,6452,20,12003150544,1,Data Entry,Returned,01/20/2023 13:24
13510,6452,30,12003150544,1,B/L Check,Approved,03/02/2023 3:14
13511,6452,40,12003150544,1,Application Check,Approved,03/02/2023 3:14
13512,6452,61,12003150544,1,Member Bank Apprval 1,Approved,03/02/2023 10:11
13513,6452,70,12003150544,1,Approval Completed,Approved,03/15/2023 20:01
13514,6452,10,12003150544,2,DOC Registration,Approved,03/02/2023 3:08
13515,6452,15,12003150544,2,Quality Assurance (QAM),Approved,03/02/2023 3:09
13516,6452,20,12003150544,2,Data Entry,Approved,03/02/2023 3:14
13517,6452,70,12003150544,2,Approval Completed,,03/15/2023 20:01
13518,6453,10,12003150761,1,DOC Registration,Approved,01/20/2023 10:45
13519,6453,15,12003150761,1,Quality Assurance (QAM),Approved,01/20/2023 10:45
13520,6453,20,12003150761,1,Data Entry,Approved,01/20/2023 11:03
13521,6453,30,12003150761,1,B/L Check,Approved,01/20/2023 11:03
13522,6453,40,12003150761,1,Application Check,Approved,01/20/2023 11:04
13523,6453,61,12003150761,1,Member Bank Apprval 1,Approved,01/20/2023 11:30
13524,6453,70,12003150761,1,Approval Completed,Approved,01/20/2023 17:43
13525,6453,70,12003150761,2,Approval Completed,,01/20/2023 17:43
13526,6454,10,12003151632,1,DOC Registration,Approved,01/20/2023 11:09
13527,6454,15,12003151632,1,Quality Assurance (QAM),Approved,01/20/2023 11:12
13528,6454,20,12003151632,1,Data Entry,Approved,01/20/2023 13:29
13529,6454,30,12003151632,1,B/L Check,Approved,01/20/2023 13:29
13530,6454,40,12003151632,1,Application Check,Approved,01/20/2023 13:47
13531,6454,50,12003151632,1,Merchant Analyst,Approved,01/24/2023 7:38
13532,6454,61,12003151632,1,Member Bank Apprval 1,Approved,01/30/2023 16:20
13533,6454,70,12003151632,1,Approval Completed,Approved,02/24/2023 16:05
13534,6454,61,12003151632,2,Member Bank Apprval 1,Approved,01/30/2023 15:31
13535,6454,70,12003151632,2,Approval Completed,Approved,02/24/2023 16:05
13536,6454,61,12003151632,3,Member Bank Apprval 1,Approved,01/26/2023 17:20
13537,6454,70,12003151632,3,Approval Completed,Approved,02/24/2023 16:05
13538,6454,70,12003151632,4,Approval Completed,Approved,02/24/2023 16:05
13539,6454,70,12003151632,5,Approval Completed,,02/24/2023 16:05
13540,6455,10,12003151661,1,DOC Registration,Approved,01/20/2023 11:24
13541,6455,15,12003151661,1,Quality Assurance (QAM),Approved,01/20/2023 13:15
13542,6455,20,12003151661,1,Data Entry,Approved,01/24/2023 0:20
13543,6455,30,12003151661,1,B/L Check,Approved,01/24/2023 0:20
13544,6455,40,12003151661,1,Application Check,Approved,01/24/2023 7:04
13545,6455,50,12003151661,1,Merchant Analyst,Approved,01/25/2023 5:54
13546,6455,61,12003151661,1,Member Bank Apprval 1,Approved,01/25/2023 8:55
13547,6455,70,12003151661,1,Approval Completed,Approved,01/25/2023 8:55
13548,6456,10,12003151929,1,DOC Registration,Approved,01/20/2023 14:44
13549,6456,15,12003151929,1,Quality Assurance (QAM),Approved,01/20/2023 14:49
13550,6456,20,12003151929,1,Data Entry,Approved,01/24/2023 6:58
13551,6456,30,12003151929,1,B/L Check,Approved,01/24/2023 6:58
13552,6456,40,12003151929,1,Application Check,Approved,01/24/2023 7:06
13553,6456,50,12003151929,1,Merchant Analyst,Returned,01/24/2023 14:47
13554,6456,61,12003151929,1,Member Bank Apprval 1,Approved,01/25/2023 16:02
13555,6456,70,12003151929,1,Approval Completed,Approved,01/26/2023 17:35
13556,6456,20,12003151929,2,Data Entry,Approved,01/24/2023 15:51
13557,6456,30,12003151929,2,B/L Check,Approved,01/24/2023 15:51
13558,6456,40,12003151929,2,Application Check,Approved,01/24/2023 16:00
13559,6456,50,12003151929,2,Merchant Analyst,Approved,01/25/2023 9:14
13560,6456,70,12003151929,2,Approval Completed,,01/26/2023 17:35
13561,6457,10,12003151994,1,DOC Registration,Approved,01/20/2023 15:05
13562,6457,15,12003151994,1,Quality Assurance (QAM),Approved,01/20/2023 16:17
13563,6457,20,12003151994,1,Data Entry,Approved,01/24/2023 6:18
13564,6457,30,12003151994,1,B/L Check,Approved,01/24/2023 6:18
13565,6457,40,12003151994,1,Application Check,Approved,01/24/2023 9:00
13566,6457,50,12003151994,1,Merchant Analyst,Returned,01/24/2023 15:30
13567,6457,61,12003151994,1,Member Bank Apprval 1,Approved,01/25/2023 11:21
13568,6457,70,12003151994,1,Approval Completed,Approved,01/27/2023 22:34
13569,6457,20,12003151994,2,Data Entry,Approved,01/24/2023 15:54
13570,6457,30,12003151994,2,B/L Check,Approved,01/24/2023 15:54
13571,6457,40,12003151994,2,Application Check,Approved,01/24/2023 15:58
13572,6457,50,12003151994,2,Merchant Analyst,Approved,01/24/2023 16:27
13573,6457,70,12003151994,2,Approval Completed,,01/27/2023 22:34
13574,6458,10,12003153810,1,DOC Registration,Approved,01/20/2023 15:17
13575,6458,15,12003153810,1,Quality Assurance (QAM),Approved,01/20/2023 15:40
23544,6672,20,12003254948,1,Data Entry,Approved,01/26/2023 8:19
23545,6672,30,12003254948,1,B/L Check,Approved,01/26/2023 8:19
23546,6672,40,12003254948,1,Application Check,Approved,01/26/2023 19:17
23547,6672,50,12003254948,1,Merchant Analyst,Approved,01/27/2023 16:05
23548,6672,61,12003254948,1,Member Bank Apprval 1,Approved,01/30/2023 12:14
23549,6672,70,12003254948,1,Approval Completed,Approved,02/01/2023 20:55
23550,6672,70,12003254948,2,Approval Completed,,02/01/2023 20:55
23551,6673,10,12003256130,1,DOC Registration,Approved,01/25/2023 15:56
23552,6673,15,12003256130,1,Quality Assurance (QAM),Approved,01/25/2023 15:56
23553,6673,20,12003256130,1,Data Entry,Approved,01/25/2023 18:25
23554,6673,30,12003256130,1,B/L Check,Approved,01/25/2023 18:25
23555,6673,40,12003256130,1,Application Check,Approved,01/25/2023 18:25
23556,6673,61,12003256130,1,Member Bank Apprval 1,Approved,01/26/2023 10:13
23557,6673,70,12003256130,1,Approval Completed,Approved,02/02/2023 15:45
23558,6673,70,12003256130,2,Approval Completed,,02/02/2023 15:45
23559,6674,10,12003256170,1,DOC Registration,Approved,01/25/2023 16:41
23560,6674,15,12003256170,1,Quality Assurance (QAM),Approved,01/25/2023 16:51
23561,6674,20,12003256170,1,Data Entry,Approved,01/26/2023 9:24
23562,6674,30,12003256170,1,B/L Check,Approved,01/26/2023 9:24
23563,6674,40,12003256170,1,Application Check,Approved,01/26/2023 10:44
23564,6674,50,12003256170,1,Merchant Analyst,Returned,01/27/2023 17:58
23565,6674,61,12003256170,1,Member Bank Apprval 1,Approved,02/03/2023 17:08
23566,6674,70,12003256170,1,Approval Completed,Approved,02/03/2023 17:08
23567,6674,20,12003256170,2,Data Entry,Approved,01/30/2023 7:25
23568,6674,30,12003256170,2,B/L Check,Approved,01/30/2023 7:25
23569,6674,40,12003256170,2,Application Check,Approved,01/30/2023 14:23
23570,6674,50,12003256170,2,Merchant Analyst,Approved,02/01/2023 13:26
23571,6675,10,12003257466,1,DOC Registration,Approved,01/25/2023 16:38
23572,6675,15,12003257466,1,Quality Assurance (QAM),Approved,01/25/2023 16:49
23573,6675,20,12003257466,1,Data Entry,Approved,01/26/2023 7:28
23574,6675,30,12003257466,1,B/L Check,Approved,01/26/2023 7:28
23575,6675,40,12003257466,1,Application Check,Approved,01/26/2023 10:47
23576,6675,50,12003257466,1,Merchant Analyst,Returned,01/27/2023 17:28
23577,6675,61,12003257466,1,Member Bank Apprval 1,Approved,02/02/2023 13:00
23578,6675,70,12003257466,1,Approval Completed,Approved,02/02/2023 13:00
23579,6675,10,12003257466,2,DOC Registration,Approved,01/30/2023 8:32
23580,6675,15,12003257466,2,Quality Assurance (QAM),Approved,01/30/2023 9:00
23581,6675,20,12003257466,2,Data Entry,Approved,01/30/2023 10:02
23582,6675,30,12003257466,2,B/L Check,Approved,01/30/2023 10:02
35934,8263,61,12004389380,1,Member Bank Apprval 1,Approved,03/09/2023 12:49
35935,8263,70,12004389380,1,Approval Completed,Approved,03/12/2023 20:05
35936,8263,70,12004389380,2,Approval Completed,,03/12/2023 20:05
35937,8264,10,12004389384,1,DOC Registration,Approved,03/08/2023 16:42
35938,8264,15,12004389384,1,Quality Assurance (QAM),Approved,03/08/2023 16:43
35939,8264,20,12004389384,1,Data Entry,Approved,03/09/2023 11:47
35940,8264,30,12004389384,1,B/L Check,Approved,03/09/2023 11:47
35941,8264,40,12004389384,1,Application Check,Approved,03/09/2023 12:10
35942,8264,61,12004389384,1,Member Bank Apprval 1,Approved,03/09/2023 13:27
35943,8264,70,12004389384,1,Approval Completed,Approved,03/12/2023 17:03
35944,8264,70,12004389384,2,Approval Completed,,03/12/2023 17:03
35945,8266,10,12004390259,1,DOC Registration,Approved,03/08/2023 16:47
35946,8266,15,12004390259,1,Quality Assurance (QAM),Approved,03/08/2023 16:47
35947,8266,20,12004390259,1,Data Entry,Approved,03/09/2023 11:19
35948,8266,30,12004390259,1,B/L Check,Approved,03/09/2023 11:19
35949,8266,40,12004390259,1,Application Check,Approved,03/09/2023 11:23
35950,8266,61,12004390259,1,Member Bank Apprval 1,Approved,03/09/2023 12:49
35951,8266,70,12004390259,1,Approval Completed,Approved,03/15/2023 16:16
35952,8266,70,12004390259,2,Approval Completed,,03/15/2023 16:16
35953,8267,10,12004390260,1,DOC Registration,Approved,03/08/2023 16:50
35954,8267,15,12004390260,1,Quality Assurance (QAM),Approved,03/08/2023 16:50
35955,8267,20,12004390260,1,Data Entry,Approved,03/09/2023 9:32
35956,8267,30,12004390260,1,B/L Check,Approved,03/09/2023 9:32
35957,8267,40,12004390260,1,Application Check,Approved,03/09/2023 10:55
35958,8267,61,12004390260,1,Member Bank Apprval 1,Approved,03/09/2023 12:49
35959,8267,70,12004390260,1,Approval Completed,Approved,03/12/2023 20:05
35960,8267,70,12004390260,2,Approval Completed,,03/12/2023 20:05
35961,8268,10,12004390262,1,DOC Registration,Approved,03/08/2023 16:52
35962,8268,15,12004390262,1,Quality Assurance (QAM),Approved,03/08/2023 16:52
35963,8268,20,12004390262,1,Data Entry,Approved,03/09/2023 7:49
35964,8268,30,12004390262,1,B/L Check,Approved,03/09/2023 7:49
35965,8268,40,12004390262,1,Application Check,Approved,03/09/2023 8:16
35966,8268,61,12004390262,1,Member Bank Apprval 1,Approved,03/09/2023 12:49
35967,8268,70,12004390262,1,Approval Completed,Approved,03/12/2023 16:56
35968,8268,70,12004390262,2,Approval Completed,,03/12/2023 16:56
35969,8269,10,12004390264,1,DOC Registration,Approved,03/08/2023 16:55
35970,8269,15,12004390264,1,Quality Assurance (QAM),Approved,03/08/2023 16:55
35971,8269,20,12004390264,1,Data Entry,Approved,03/09/2023 7:22
35972,8269,30,12004390264,1,B/L Check,Approved,03/09/2023 7:22
35973,8269,40,12004390264,1,Application Check,Approved,03/09/2023 15:16
35974,8269,61,12004390264,1,Member Bank Apprval 1,Approved,03/09/2023 18:31
35975,8269,70,12004390264,1,Approval Completed,Approved,03/12/2023 20:05
35976,8269,70,12004390264,2,Approval Completed,,03/12/2023 20:05
35977,8735,70,Y0000034850,1,Approval Completed,,03/13/2023 17:21
35978,8736,70,Y0000034851,1,Approval Completed,,03/13/2023 17:21
35979,8737,70,Y0000034852,1,Approval Completed,,03/13/2023 17:21
35980,8738,70,Y0000034853,1,Approval Completed,,03/13/2023 17:21
35981,8739,70,Y0000034854,1,Approval Completed,,03/13/2023 17:21
35982,8740,70,Y0000034855,1,Approval Completed,,03/13/2023 17:21
35983,8741,70,Y0000034856,1,Approval Completed,,03/13/2023 17:21
35984,8742,70,Y0000034857,1,Approval Completed,Approved,03/16/2023 21:33
35985,8742,70,Y0000034857,2,Approval Completed,,03/16/2023 21:33
35986,8743,70,Y0000034858,1,Approval Completed,,03/13/2023 17:21
35987,8744,70,Y0000034859,1,Approval Completed,Approved,03/17/2023 21:55
35988,8744,70,Y0000034859,2,Approval Completed,,03/17/2023 21:55
35989,8745,70,Y0000034860,1,Approval Completed,,03/13/2023 17:21
35990,8746,70,Y0000034861,1,Approval Completed,,03/13/2023 17:21
35991,8747,70,Y0000034862,1,Approval Completed,,03/13/2023 17:21
35992,8748,70,Y0000034863,1,Approval Completed,,03/13/2023 17:21
35993,8749,70,Y0000034864,1,Approval Completed,,03/13/2023 17:21
35994,8750,70,Y0000034865,1,Approval Completed,Approved,03/16/2023 16:39
35995,8750,70,Y0000034865,2,Approval Completed,,03/16/2023 16:39
35996,8751,70,Y0000034866,1,Approval Completed,,03/13/2023 17:21
35188,8198,30,12004357780,1,B/L Check,Approved,03/07/2023 14:09
35189,8198,40,12004357780,1,Application Check,Approved,03/07/2023 14:29
35190,8198,61,12004357780,1,Member Bank Apprval 1,Approved,03/07/2023 15:09
35191,8198,70,12004357780,1,Approval Completed,Approved,03/14/2023 16:45
35192,8198,70,12004357780,2,Approval Completed,,03/14/2023 16:45
35193,8199,10,12004357801,1,DOC Registration,Approved,03/07/2023 9:13
35194,8199,15,12004357801,1,Quality Assurance (QAM),Approved,03/07/2023 9:13
35195,8199,20,12004357801,1,Data Entry,Approved,03/07/2023 13:51
35196,8199,30,12004357801,1,B/L Check,Approved,03/07/2023 13:51
35197,8199,40,12004357801,1,Application Check,Returned,03/07/2023 14:51
35198,8199,61,12004357801,1,Member Bank Apprval 1,Approved,03/08/2023 11:16
35199,8199,70,12004357801,1,Approval Completed,Approved,03/13/2023 16:15
35200,8199,20,12004357801,2,Data Entry,Approved,03/07/2023 15:07
35201,8199,30,12004357801,2,B/L Check,Approved,03/07/2023 15:07
35202,8199,40,12004357801,2,Application Check,Returned,03/07/2023 15:31
35203,8199,70,12004357801,2,Approval Completed,,03/13/2023 16:15
35204,8199,20,12004357801,3,Data Entry,Approved,03/07/2023 16:08
35205,8199,30,12004357801,3,B/L Check,Approved,03/07/2023 16:08
35206,8199,40,12004357801,3,Application Check,Approved,03/07/2023 16:25
35207,8200,10,12004357805,1,DOC Registration,Approved,03/07/2023 9:16
35208,8200,15,12004357805,1,Quality Assurance (QAM),Approved,03/07/2023 9:16
35209,8200,20,12004357805,1,Data Entry,Approved,03/07/2023 13:39
35210,8200,30,12004357805,1,B/L Check,Approved,03/07/2023 13:39
35211,8200,40,12004357805,1,Application Check,Approved,03/07/2023 13:42
35212,8200,61,12004357805,1,Member Bank Apprval 1,Approved,03/07/2023 15:09
35213,8200,70,12004357805,1,Approval Completed,Approved,03/07/2023 20:55
35214,8200,70,12004357805,2,Approval Completed,,03/07/2023 20:55
35215,8201,10,12004357808,1,DOC Registration,Approved,03/07/2023 9:19
35216,8201,15,12004357808,1,Quality Assurance (QAM),Approved,03/07/2023 9:19
35217,8201,20,12004357808,1,Data Entry,Approved,03/07/2023 14:11
35218,8201,30,12004357808,1,B/L Check,Approved,03/07/2023 14:11
35219,8201,40,12004357808,1,Application Check,Approved,03/07/2023 14:27
35220,8201,61,12004357808,1,Member Bank Apprval 1,Approved,03/07/2023 15:08
35221,8201,70,12004357808,1,Approval Completed,Approved,03/07/2023 15:08
35222,8202,10,12004357812,1,DOC Registration,Approved,03/07/2023 9:23
35223,8202,15,12004357812,1,Quality Assurance (QAM),Approved,03/07/2023 9:23
35224,8202,20,12004357812,1,Data Entry,Approved,03/07/2023 14:13
35225,8202,30,12004357812,1,B/L Check,Approved,03/07/2023 14:13
35226,8202,40,12004357812,1,Application Check,Approved,03/07/2023 14:27
36742,8318,61,12004441169,1,Member Bank Apprval 1,Approved,03/16/2023 10:27
36743,8318,70,12004441169,1,Approval Completed,Approved,03/16/2023 10:27
36744,8318,20,12004441169,2,Data Entry,Approved,03/15/2023 16:02
36745,8318,30,12004441169,2,B/L Check,Approved,03/15/2023 16:02
36746,8318,40,12004441169,2,Application Check,Approved,03/15/2023 16:13
36747,8318,50,12004441169,2,Merchant Analyst,Approved,03/15/2023 16:50
36748,8319,10,12004441841,1,DOC Registration,Approved,03/10/2023 16:59
36749,8319,15,12004441841,1,Quality Assurance (QAM),Approved,03/10/2023 16:59
36750,8319,20,12004441841,1,Data Entry,Approved,03/13/2023 9:03
36751,8319,30,12004441841,1,B/L Check,Approved,03/13/2023 9:03
36752,8319,40,12004441841,1,Application Check,Approved,03/13/2023 10:51
36753,8319,61,12004441841,1,Member Bank Apprval 1,Approved,03/13/2023 11:51
36754,8319,70,12004441841,1,Approval Completed,Approved,03/13/2023 15:32
36755,8319,70,12004441841,2,Approval Completed,,03/13/2023 15:32
36756,8323,10,12004462960,1,DOC Registration,Approved,03/11/2023 13:25
36757,8323,15,12004462960,1,Quality Assurance (QAM),Approved,03/11/2023 13:25
36758,8323,20,12004462960,1,Data Entry,Approved,03/12/2023 11:38
36759,8323,30,12004462960,1,B/L Check,Approved,03/12/2023 11:38
36760,8323,40,12004462960,1,Application Check,Approved,03/12/2023 11:59
36761,8323,61,12004462960,1,Member Bank Apprval 1,Approved,03/12/2023 15:34
36762,8323,70,12004462960,1,Approval Completed,Approved,03/13/2023 20:28
36763,8323,70,12004462960,2,Approval Completed,,03/13/2023 20:28
36764,8324,10,12004484184,1,DOC Registration,Approved,03/12/2023 18:40
36765,8324,15,12004484184,1,Quality Assurance (QAM),Approved,03/12/2023 18:40
36766,8324,20,12004484184,1,Data Entry,Approved,03/13/2023 8:49
36767,8324,30,12004484184,1,B/L Check,Approved,03/13/2023 8:49
36768,8324,40,12004484184,1,Application Check,Approved,03/13/2023 9:17
36769,8324,61,12004484184,1,Member Bank Apprval 1,Approved,03/13/2023 10:29
36770,8324,70,12004484184,1,Approval Completed,Approved,03/13/2023 15:18
36771,8324,70,12004484184,2,Approval Completed,,03/13/2023 15:18
36772,8325,10,12004505272,1,DOC Registration,Approved,03/13/2023 1:09
36773,8325,15,12004505272,1,Quality Assurance (QAM),Approved,03/13/2023 1:09
36774,8325,20,12004505272,1,Data Entry,Approved,03/13/2023 9:38
36775,8325,30,12004505272,1,B/L Check,Approved,03/13/2023 9:38
36776,8325,40,12004505272,1,Application Check,Approved,03/13/2023 9:38
36777,8325,50,12004505272,1,Merchant Analyst,Approved,03/13/2023 9:51
36778,8325,61,12004505272,1,Member Bank Apprval 1,Approved,03/13/2023 10:11
36779,8325,70,12004505272,1,Approval Completed,Approved,03/13/2023 10:11
36780,8326,10,12004505521,1,DOC Registration,Approved,03/13/2023 9:25
36781,8326,15,12004505521,1,Quality Assurance (QAM),Approved,03/13/2023 9:25
36782,8326,20,12004505521,1,Data Entry,Approved,03/13/2023 15:07
36783,8326,30,12004505521,1,B/L Check,Approved,03/13/2023 15:07
36784,8326,40,12004505521,1,Application Check,Approved,03/13/2023 16:49
36785,8326,61,12004505521,1,Member Bank Apprval 1,Approved,03/14/2023 12:12
36786,8326,70,12004505521,1,Approval Completed,Approved,03/17/2023 21:23
36787,8326,70,12004505521,2,Approval Completed,,03/17/2023 21:23
36788,8327,10,12004505546,1,DOC Registration,Approved,03/13/2023 9:28
36789,8327,15,12004505546,1,Quality Assurance (QAM),Approved,03/13/2023 9:28
36790,8327,20,12004505546,1,Data Entry,Approved,03/13/2023 13:01
36791,8327,30,12004505546,1,B/L Check,Approved,03/13/2023 13:01
36792,8327,40,12004505546,1,Application Check,Returned,03/13/2023 13:40
36793,8327,61,12004505546,1,Member Bank Apprval 1,Approved,03/14/2023 12:12
36794,8327,70,12004505546,1,Approval Completed,Approved,03/17/2023 21:23
36795,8327,20,12004505546,2,Data Entry,Approved,03/13/2023 14:08
36796,8327,30,12004505546,2,B/L Check,Approved,03/13/2023 14:08
36797,8327,40,12004505546,2,Application Check,Approved,03/13/2023 14:09
36798,8327,70,12004505546,2,Approval Completed,,03/17/2023 21:23
36799,8328,10,12004505548,1,DOC Registration,Approved,03/13/2023 9:31
36800,8328,15,12004505548,1,Quality Assurance (QAM),Approved,03/13/2023 9:31
36801,8328,20,12004505548,1,Data Entry,Approved,03/13/2023 13:48
36802,8328,30,12004505548,1,B/L Check,Approved,03/13/2023 13:48
36803,8328,40,12004505548,1,Application Check,Approved,03/13/2023 14:00
15248,6972,10,12003380273,1,DOC Registration,Approved,01/30/2023 21:31
15249,6972,15,12003380273,1,Quality Assurance (QAM),Approved,01/31/2023 3:44
15250,6972,20,12003380273,1,Data Entry,Approved,01/31/2023 14:01
15251,6972,30,12003380273,1,B/L Check,Approved,01/31/2023 14:01
15252,6972,40,12003380273,1,Application Check,Approved,01/31/2023 14:11
15253,6972,50,12003380273,1,Merchant Analyst,Approved,02/02/2023 16:17
15254,6972,61,12003380273,1,Member Bank Apprval 1,Approved,02/08/2023 10:42
15255,6972,70,12003380273,1,Approval Completed,Approved,02/06/2023 8:46
15256,6972,61,12003380273,2,Member Bank Apprval 1,Approved,02/07/2023 17:06
15257,6972,70,12003380273,2,Approval Completed,Approved,02/07/2023 17:06
15258,6972,61,12003380273,3,Member Bank Apprval 1,Approved,02/06/2023 8:46
15259,6972,70,12003380273,3,Approval Completed,Approved,02/07/2023 17:23
15260,6972,70,12003380273,4,Approval Completed,Approved,02/08/2023 10:42
15261,6973,10,12003380279,1,DOC Registration,Approved,01/30/2023 21:36
15262,6973,15,12003380279,1,Quality Assurance (QAM),Approved,01/31/2023 3:43
15263,6973,20,12003380279,1,Data Entry,Approved,01/31/2023 13:26
15264,6973,30,12003380279,1,B/L Check,Approved,01/31/2023 13:26
15265,6973,40,12003380279,1,Application Check,Approved,01/31/2023 16:21
15266,6973,50,12003380279,1,Merchant Analyst,Approved,02/01/2023 22:52
15267,6973,61,12003380279,1,Member Bank Apprval 1,Approved,02/08/2023 10:42
15268,6973,70,12003380279,1,Approval Completed,Approved,02/06/2023 8:46
15269,6973,61,12003380279,2,Member Bank Apprval 1,Approved,02/07/2023 17:07
15270,6973,70,12003380279,2,Approval Completed,Approved,02/07/2023 17:07
15271,6973,61,12003380279,3,Member Bank Apprval 1,Approved,02/06/2023 8:46
15272,6973,70,12003380279,3,Approval Completed,Approved,02/07/2023 17:23
15273,6973,70,12003380279,4,Approval Completed,Approved,02/08/2023 10:42
15274,6974,10,12003380280,1,DOC Registration,Approved,01/30/2023 21:38
15275,6974,15,12003380280,1,Quality Assurance (QAM),Approved,01/31/2023 3:43
15276,6974,20,12003380280,1,Data Entry,Approved,01/31/2023 13:54
15277,6974,30,12003380280,1,B/L Check,Approved,01/31/2023 13:54
15278,6974,40,12003380280,1,Application Check,Approved,01/31/2023 14:46
15279,6974,50,12003380280,1,Merchant Analyst,Approved,02/01/2023 13:55
15280,6974,61,12003380280,1,Member Bank Apprval 1,Approved,02/08/2023 10:42
15281,6974,70,12003380280,1,Approval Completed,Approved,03/07/2023 21:59
16782,7014,70,12003403872,1,Approval Completed,Approved,02/07/2023 16:47
15478,7449,20,12003611599,6,Data Entry,Approved,02/21/2023 16:16
15479,7449,30,12003611599,6,B/L Check,Approved,02/22/2023 15:16
15480,7449,40,12003611599,6,Application Check,Approved,02/22/2023 16:22
16983,7496,30,12003629529,1,B/L Check,Approved,02/09/2023 13:26
16984,7496,40,12003629529,1,Application Check,Approved,02/09/2023 14:13
16985,7496,50,12003629529,1,Merchant Analyst,Approved,02/13/2023 9:25
16986,7496,61,12003629529,1,Member Bank Apprval 1,Approved,03/10/2023 22:22
16987,7496,70,12003629529,1,Approval Completed,Approved,02/13/2023 12:42
16988,7496,61,12003629529,2,Member Bank Apprval 1,Approved,03/11/2023 0:55
16989,7496,70,12003629529,2,Approval Completed,Approved,03/10/2023 20:50
16990,7496,61,12003629529,3,Member Bank Apprval 1,Approved,02/13/2023 12:42
16991,7496,70,12003629529,3,Approval Completed,Approved,03/10/2023 22:22
16992,7496,70,12003629529,4,Approval Completed,Approved,03/11/2023 0:55
16993,7497,10,12003629530,1,DOC Registration,Approved,02/08/2023 18:23
16994,7497,15,12003629530,1,Quality Assurance (QAM),Approved,02/08/2023 23:51
16995,7497,20,12003629530,1,Data Entry,Approved,02/09/2023 13:45
16996,7497,30,12003629530,1,B/L Check,Approved,02/09/2023 13:45
16997,7497,40,12003629530,1,Application Check,Approved,02/09/2023 14:54
16998,7497,50,12003629530,1,Merchant Analyst,Approved,02/13/2023 11:12
16999,7497,61,12003629530,1,Member Bank Apprval 1,Approved,03/10/2023 22:22
17000,7497,70,12003629530,1,Approval Completed,Approved,02/13/2023 12:42
17001,7497,61,12003629530,2,Member Bank Apprval 1,Approved,03/11/2023 0:55
17002,7497,70,12003629530,2,Approval Completed,Approved,03/10/2023 20:50
17003,7497,61,12003629530,3,Member Bank Apprval 1,Approved,02/13/2023 12:42
17004,7497,70,12003629530,3,Approval Completed,Approved,03/10/2023 22:22
17005,7497,70,12003629530,4,Approval Completed,Approved,03/11/2023 0:55
17006,7498,10,12003629531,1,DOC Registration,Approved,02/08/2023 18:26
17007,7498,15,12003629531,1,Quality Assurance (QAM),Approved,02/08/2023 23:52
17008,7498,20,12003629531,1,Data Entry,Approved,02/10/2023 7:49
17009,7498,30,12003629531,1,B/L Check,Approved,02/10/2023 7:49
13945,6940,10,12003348892,1,DOC Registration,Approved,01/29/2023 21:00
13946,6940,15,12003348892,1,Quality Assurance (QAM),Approved,01/30/2023 8:59
13947,6940,20,12003348892,1,Data Entry,Approved,01/30/2023 13:19
13948,6940,30,12003348892,1,B/L Check,Approved,01/30/2023 13:19
13949,6940,40,12003348892,1,Application Check,Approved,01/30/2023 15:20
13950,6940,50,12003348892,1,Merchant Analyst,Approved,01/30/2023 16:39
13951,6940,61,12003348892,1,Member Bank Apprval 1,Approved,02/06/2023 15:17
13952,6940,70,12003348892,1,Approval Completed,Approved,01/31/2023 10:02
13953,6940,61,12003348892,2,Member Bank Apprval 1,Approved,02/06/2023 14:57
13954,6940,70,12003348892,2,Approval Completed,Approved,02/06/2023 14:06
13955,6940,61,12003348892,3,Member Bank Apprval 1,Approved,01/31/2023 10:02
13956,6940,70,12003348892,3,Approval Completed,Approved,02/06/2023 14:57
13957,6940,70,12003348892,4,Approval Completed,Approved,02/06/2023 15:17
13958,6941,10,12003348893,1,DOC Registration,Approved,01/29/2023 21:04
13959,6941,15,12003348893,1,Quality Assurance (QAM),Approved,01/30/2023 8:58
13960,6941,20,12003348893,1,Data Entry,Approved,01/30/2023 14:09
