SYS_ID_TR_MERCHANT_REGISTRATION,UPDATED,NAME_R_USER,REMARK,NAME_R_TYPE
be62a05f-08e5-4170-b415-2b06e0bf7890,38:37.9,Nurbaiti Albadru,"TO SS REVDOC : MA/PKS; PV tdk diangkat, harap lampirkan no telp yg dpt diverifikasi",Return
fa182872-7886-4323-a0af-592c7d386129,06:09.2,Rita Nurmalasari,"PV TO OWNER; REQ EDC HIMBARA BNI, BRI & Mandiri;",Submit Registration
d37a9913-0548-4156-af35-7a0866ab0cc3,53:33.8,Chandra Eka Purnama,to ss : ;mohon untuk melampirkan surat izin usaha & buku tabungan,Return
5ac4dfb5-3001-42cc-94d7-301864d664cf,48:03.3,Nurbaiti Albadru,PV to Owner (085876657756),Submit
c4a5cca8-ef5b-4a8c-87b3-1ba3a2ee2097,50:59.0,Al Qhori Mushafi,retur to ss: mohon upload siup / nib,Return
8442f654-95b7-43bf-8f75-5fdf88940c90,09:50.0,Chandra Eka Purnama,TO SS : MOHON DI LAKUKAN PENGECEKAN TERKAIT BLACK LIST AKKI & DLL,Return
0dc91267-699b-496d-8c6b-141f8c1fb139,34:34.6,Rita Nurmalasari,TO SS: MERCHANT TIDAK DAPAT DIHUBUNGI UNTUK PV,Return
9eefef4a-d35d-4a49-8ef1-cfd0bff04815,57:46.5,Rita Nurmalasari,TO SS: PLS RECHECK NO REK BNI DI MA ADA KESALAHAN,Return
fa182872-7886-4323-a0af-592c7d386129,08:04.2,Rita Nurmalasari,"PV TO OWNER; REQ EDC HIMBARA BNI, BRI & MANDIRI;",Submit
6e3d48d8-2f03-4072-ba63-98fc96136922,40:29.3,Nurbaiti Albadru,"TO SS REVDOC : MA/PKS; PV tdk diangkat, harap lampirkan no telp yg dpt diverifikasi",Return
9f75d03d-2232-4cde-baae-002a3d3059d0,43:06.7,Al Qhori Mushafi,"Akuisisi bri dan mandiri, Req edc fitur reguler",Submit Registration
3c1c6947-b670-4214-a2d3-5607971feb74,18:19.2,Nurbaiti Albadru,PV to Owner (081386762672),Submit Registration
9aa80074-db60-4798-aa52-0c5289c3a1b4,06:34.7,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, BNI U/ TENTANG KOPI GREENBAY PLUIT. MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit
bbbd9de6-c82a-4c52-a567-87938621e51b,19:34.5,Al Qhori Mushafi,retur to de: mohon confirm jumlah edc,Return
9f75d03d-2232-4cde-baae-002a3d3059d0,44:57.3,Al Qhori Mushafi,"Akuisisi bri dan mandiri, Req edc fitur reguler",Submit
2499f33a-0f83-44ab-8236-1a02d0af4ac5,56:01.1,Al Qhori Mushafi,"Akuisisi bri dan mandiri, Req edc fitur reguler",Submit Registration
7280fb87-4214-4568-9f72-2cde04afb807,40:07.3,Al Qhori Mushafi,"Akuisisi bri dan bni, Req edc fitur reguler",Submit
2499f33a-0f83-44ab-8236-1a02d0af4ac5,59:14.7,Al Qhori Mushafi,"Akuisisi bri dan mandiri, Req edc fitur reguler",Submit
78f17335-ae30-4dc0-a0b9-92752eb15da8,15:49.5,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, MANDIRI, BNI U/ JAVA OMBUS, MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit Registration
1be98b24-8b60-4dcc-a7a7-e5d7d1423e35,22:37.2,Al Qhori Mushafi,"Akuisisi bri dan bni, Req edc fitur reguler",Submit
cd5a92db-7dbc-492e-a430-4b5559b689f8,46:29.6,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, BNI U/ RUMAH MAKAN BAROKAH, MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit
9a3cfacd-b51b-4e33-9d80-2a8c76a2f052,52:05.0,Rizqikah Diana Putri,"to ssrevdoc : pengajuan all fitur, siup tdk terlampir?",Return
19b387d2-e382-49e4-a74a-14686d9459d5,05:11.6,Rizqikah Diana Putri,to ssrevdoc : buku tabungan untuk mandiri tdk terlampir,Return
9bf8ee97-4b7b-4546-a482-07e1689c97f5,13:52.6,Al Qhori Mushafi,"Akuisisi bni dan mandiri, Req edc fitur reguler",Submit Registration
efa96c25-f193-4b09-ad3e-18b957610ea0,18:44.5,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, MANDIRI U/ APOTEK BERKAH FARMA, MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit
e06cbab3-8fec-4ed7-8eff-7be7866774ea,22:13.3,Al Qhori Mushafi,"Akuisisi bri dan mandiri, Req edc fitur reguler",Submit
729a51d4-110d-4086-9d5e-1a4cbc2033a8,01:51.5,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, BNI, Mandiri U/ LION PARCEL, MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit Registration
729a51d4-110d-4086-9d5e-1a4cbc2033a8,02:53.5,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, BNI, Mandiri U/ LION PARCEL, MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit
7a06e0e3-8239-40ba-b67f-6e83f855df59,06:59.1,Rizqikah Diana Putri,"to ss : ses confrm pv, pic ingin menambahkan bri. pls confrm kembali",Return
e43b8471-376a-4d70-a2b7-b3c3108eb548,17:09.3,Al Qhori Mushafi,"Akuisisi bni dan mandiri, Req edc fitur reguler",Submit
9bf8ee97-4b7b-4546-a482-07e1689c97f5,17:58.6,Al Qhori Mushafi,"Akuisisi bni dan mandiri, Req edc fitur reguler",Submit
efa96c25-f193-4b09-ad3e-18b957610ea0,16:49.8,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, Mandiri U/ APOTEK BERKAH FARMA, MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit Registration
1e882654-4303-4b49-b6b3-80021a048df4,17:52.7,Al Qhori Mushafi,"Akuisisi bri dan bni, Req edc fitur reguler",Submit
e43b8471-376a-4d70-a2b7-b3c3108eb548,16:06.1,Al Qhori Mushafi,"Akuisisi bni dan mandiri, Req edc fitur reguler",Submit Registration
2174bc27-fa39-46ab-8ab8-64a4bedce946,22:18.9,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, BNI U/ RESTORAN PADANG TRIO JAYA, MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit
c602e870-1b3a-433b-a10d-32f56455a8e9,21:02.6,Mutiara Nur Fatimah,Return to SS; nomor 087771118282 yg tertera pada dokumen tidak menjawab PV (12/4),Return
898835c6-b673-4486-93a1-a88654da450a,23:27.5,Mutiara Nur Fatimah,Return to SS; nomor 081999167112 yg tertera pada dokumen tidak menjawab PV (12/4),Return
e06cbab3-8fec-4ed7-8eff-7be7866774ea,21:16.5,Al Qhori Mushafi,"Akuisisi bri dan mandiri, Req edc fitur reguler",Submit Registration
69b50191-3962-41d4-a644-c06a3b5ae7d2,11:41.8,Mutiara Nur Fatimah,Return to SS; nomor 087711593608 yg tertera pada dokumen tidak menjawab PV (12/4),Return
428fe00a-8515-431b-907a-fce8b0172557,13:43.8,Mutiara Nur Fatimah,Return to SS; nomor 087765349141 yg tertera pada dokumen tidak menjawab PV (12/4),Return
852b0075-9b18-4c2c-b112-9bc3e43fb80c,14:20.8,Mutiara Nur Fatimah,Return to SS; nomor 081559807917 yg tertera pada dokumen tidak menjawab PV (12/4),Return
cdd757e2-3df4-406a-ae56-92907b4c4c4b,22:56.4,Mutiara Nur Fatimah,Return to SS; nomor 081373825220 yg tertera pada dokumen tidak menjawab PV/reject (12/4),Return
c11bb98f-db19-4f8d-b5f4-ad8926fd3726,32:15.3,Mutiara Nur Fatimah,Return to SS; nomor 082188158848 yg tertera pada dokumen tidak menjawab PV/salah sambung (12/4),Return
7558aea3-5508-4557-9fef-7d361fcfb966,22:02.4,Mutiara Nur Fatimah,,Return
51711fc9-6e5a-4087-92db-f867f95b90c7,12:22.0,Mutiara Nur Fatimah,Return to SS; nomor 087771774369 yg tertera pada dokumen tidak menjawab PV (12/4),Return
028688b9-9649-454f-a4c4-62be1db33214,15:46.8,Mutiara Nur Fatimah,Return to SS; nomor 08179767000 yg tertera pada dokumen tidak menjawab PV/reject (12/4),Return
07f738b9-1c77-4011-859d-77c8ee09ced5,19:18.6,Mutiara Nur Fatimah,Return to SS; nomor 087842777123 yg tertera pada dokumen tidak menjawab PV/reject (12/4),Return
cdd130ac-b42e-41f9-af81-eda7fb0f108b,20:45.6,Mutiara Nur Fatimah,Return to SS; nomor 085268798888 yg tertera pada dokumen tidak menjawab PV/reject (12/4),Return
0c3b8f50-3190-486b-9104-a072578ebcf9,27:13.7,Mutiara Nur Fatimah,Return to SS; nomor 082289021302 yg tertera pada dokumen tidak menjawab PV/reject (12/4),Return
5caae4f3-cdd1-4259-92c0-eb9e01603fb6,49:56.5,Mutiara Nur Fatimah,"PV to FATCHUL BAIS as Owner; Req 1 EDC Himbara dgn 2 Memberbank (BRI Mandiri), Fitur Credit, MDR 1.8%, Settle D+0, MCC 5814",Submit Registration
1a6891a0-ecf8-49c7-b6d4-740772d14adb,54:42.3,Mutiara Nur Fatimah,"PV to  ASEP WIDODO as Owner; Req 1 EDC Himbara dgn 2 Memberbank (BNI Mandiri), Fitur Credit, MDR 1.8%, Settle D+0, MCC 5047",Submit Registration
9eefef4a-d35d-4a49-8ef1-cfd0bff04815,50:06.6,Rita Nurmalasari,TO SS: merchant tidak respon pv analis/tlp tdk diangkat,Return
5caae4f3-cdd1-4259-92c0-eb9e01603fb6,51:26.8,Mutiara Nur Fatimah,"PV to FATCHUL BAIS as Owner; Req 1 EDC Himbara dgn 2 Memberbank (BRI Mandiri), Fitur Credit, MDR 1.8%, Settle D+0, MCC 5814",Submit
710c35d3-8534-4f2b-8ac5-3b6c70d72683,54:49.3,Muhaiminah MTI,to ss: harap lampirkan no telp yg dpt diverifikasi,Return
ea5b3116-bdeb-4d04-be84-359af5cc35d9,52:28.3,Mutiara Nur Fatimah,"PV to ADE TONI; Req 1 EDC Himbara dgn 1 Memberbank (BNI BRI), Fitur debit only, MDR std, Settle D+0, MCC 4784",Submit
9b414508-f092-4181-82d2-1f2d1d2d7c50,54:58.4,Nurbaiti Albadru,PV to pic (081385273982),Submit
1850762a-a452-4b25-b3db-9d3963f45c4b,55:30.7,Rita Nurmalasari,TO SS: merchant tidak respon pv analis/tlp tidak diangkat,Return
1a6891a0-ecf8-49c7-b6d4-740772d14adb,07:22.2,Mutiara Nur Fatimah,"PV to  ASEP WIDODO as Owner; Req 1 EDC Himbara dgn 2 Memberbank (BNI Mandiri), Fitur Credit, MDR 1.8%, Settle D+0, MCC 5047",Submit
2880f73e-5fdb-450a-a426-db136e58100f,58:12.9,Muhaiminah MTI,to ss: harap lampirkan no telp yg dpt diverifikasi,Return
f80a8ef2-4549-4645-99f9-a6e63213919f,01:39.4,Muhaiminah MTI,to ss: harap lampirkan no telp yg dpt diverifikasi,Return
2b83a17e-4e20-4d44-b4ba-370a5ed3e04b,22:00.7,Nurbaiti Albadru,PV to Owner (087889927299),Submit Registration
2b83a17e-4e20-4d44-b4ba-370a5ed3e04b,23:02.4,Nurbaiti Albadru,PV to Owner (087889927299),Submit
3f902d9f-4a45-40ef-9b04-2bf6a8ec4084,26:52.0,Nurbaiti Albadru,"TO SS REVDOC : MA/PKS; PV tdk diangkat, harap lampirkan no telp yg dpt diverifikasi",Return
755b1268-2bd3-44d7-9148-fa2736a61eff,32:46.7,Nurbaiti Albadru,PV to Owner (082110048508),Submit Registration
755b1268-2bd3-44d7-9148-fa2736a61eff,34:08.0,Nurbaiti Albadru,PV to Owner (082110048508),Submit
3a0eedc2-c27d-4e40-85e7-126df91c9b45,38:49.5,Nurbaiti Albadru,PV to Owner (085716197754),Submit Registration
3a0eedc2-c27d-4e40-85e7-126df91c9b45,40:11.3,Nurbaiti Albadru,PV to Owner (085716197754),Submit
c1d8e121-1f3a-46f2-845f-69b11ccb571f,21:38.8,Nurbaiti Albadru,TO DE : Revisi mcc (7394),Return
c40cf46f-77ca-4fc5-91cf-082e66019548,26:48.1,Nurbaiti Albadru,PV to Owner (081958000860),Submit
fb6e3697-c20f-4b41-85a2-df32596f245d,28:59.8,Nurbaiti Albadru,TO SS : hARAP LAMPIRKAN COPY BUKU TABUNGAN,Return
21a5964f-8029-4ec2-9edf-27c4ce7d71d1,32:29.9,Nurbaiti Albadru,to de : TERDAPAT SETT DAY D+0,Return
b6c4b442-b101-433b-a513-6ca0123f7ccf,33:53.0,Nurbaiti Albadru,"TO SS REVDOC : MA/PKS; PV tdk diangkat, harap lampirkan no telp yg dpt diverifikasi",Return
9395166c-0461-44c1-b568-b72f00c60bfc,35:16.2,Nurbaiti Albadru,"TO SS REVDOC : MA/PKS; PV tdk diangkat, harap lampirkan no telp yg dpt diverifikasi",Return
6378d3b2-288c-430a-a614-c176e1f1ab00,34:50.2,Nurbaiti Albadru,PV to Owner (081254723666),Submit
73119a0a-728d-47dd-b6ec-b0c1563c8a56,51:07.3,Nurbaiti Albadru,PV to Owner (081366296596),Submit Registration
73119a0a-728d-47dd-b6ec-b0c1563c8a56,52:27.7,Nurbaiti Albadru,PV to Owner (081366296596),Submit
33a10d43-88a2-45ef-be99-2cbbbf7c87e7,01:10.2,Nurbaiti Albadru,to de : rEVISI MCC (5571),Return
7fe8e3b5-b39a-4c59-bbc6-bbfbe9a55cf2,36:58.3,Nurbaiti Albadru,PV to pic (082242872207),Submit Registration
7fe8e3b5-b39a-4c59-bbc6-bbfbe9a55cf2,37:36.9,Nurbaiti Albadru,PV to pic (082242872207),Submit
4854fc4a-6ee1-4f6a-ad36-66a71cd53512,29:01.1,Nurbaiti Albadru,PV to Owner (082244935999),Submit Registration
4854fc4a-6ee1-4f6a-ad36-66a71cd53512,30:14.8,Nurbaiti Albadru,PV to Owner (082244935999),Submit
56f10f18-8784-4c33-b7ef-348e026560f8,45:14.3,Chandra Eka Purnama,CALL 2X 08115687333 TIDAK ADA JAWABAN,Return
adfcbb51-41ba-41c1-aa91-4bdcbeda2f94,47:47.6,Chandra Eka Purnama,call 2X 081231605001 tidak ada jawaban,Return
9c2021bc-cf43-4653-9034-f4b9e1e40715,50:59.7,Chandra Eka Purnama,CALL 085217506666 UNTUK PENGAJUAN DI BATALAKAN SAJA ,Return
ee1b4926-19a7-492a-8a42-24d0006c62b8,54:40.2,Chandra Eka Purnama,CALL 2X 081373360060 TIDAK ADA JAWABAN,Return
a42e47da-5e42-4425-bf78-3dbc37882180,15:33.3,Chandra Eka Purnama,CALL 2X 085713247372 NOMOR SEDANG DI ALIHKAN,Return
95ae22d2-9c4e-445f-8e2d-0d7f9c137577,35:00.3,Chandra Eka Purnama,CALL 2X 082122317117 TIDAK ADA JAWABAN,Return
05d2e4bb-8fd7-457a-98fb-fa4d44e3e171,03:32.2,Chandra Eka Purnama,call 2x 081212121718 tidak ada jawaban,Return
a2c2c73d-baca-4f5a-afa6-ac7f159f9119,41:35.0,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, MANDIRI U/ TOWER CAFE, MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit Registration
a2c2c73d-baca-4f5a-afa6-ac7f159f9119,43:27.7,Rizqikah Diana Putri,"PENGAJUAN EDC HIMBARA BRI, MANDIRI U/ TOWER CAFE, MDR STD, ALL FITUR REFER DOC TERLAMPIR. PV MEET OWNER, OK",Submit
37ae9d0d-4d96-4203-a2ba-74ef7f481493,18:18.0,Chandra Eka Purnama,Fitur Reguler; MDR ; Standard ; Settelement : Standard  ; MCC : 5732 ; Incident : ok ;call 0816790981 ok,Submit
ae87d094-9a02-4860-935e-40a4d0ef9018,11:46.3,Ricky Nelson,ok,Submit Registration
37ae9d0d-4d96-4203-a2ba-74ef7f481493,16:17.1,Chandra Eka Purnama,ok,Submit Registration
f7571fda-3e58-4a08-aea8-221dee71249c,51:29.9,Ricky Nelson,ok,Submit Registration
f7571fda-3e58-4a08-aea8-221dee71249c,53:51.6,Ricky Nelson,PV to sri wahyuni 081333253699,Submit
9091c936-7446-4ead-9650-4ec42b255c75,36:59.3,Chandra Eka Purnama,OK,Submit Registration
9091c936-7446-4ead-9650-4ec42b255c75,38:31.5,Chandra Eka Purnama,Debit Reguler; MDR ; Standard ; Settelement : Standard  ; MCC : 5499 ; Incident : ok ;call 085730869695 ok,Submit
0d3b6ccb-43a5-4c25-8227-471f390b023f,12:53.0,Ricky Nelson,to ss : REQ RETURN DAN PV TDK DI ANGKAT,Return
a4e5b095-9573-43ea-8060-ba8f205567d2,09:03.6,Chandra Eka Purnama,to ss : hasil pv 085883064006 ybs tidak ada rekening bank mandiri mohon informasinya,Return
ae87d094-9a02-4860-935e-40a4d0ef9018,18:05.1,Ricky Nelson,PV to beautime indonesia 081112521236,Submit
16f097cc-0a3d-4f32-9a1e-f0a310ab3ca3,05:51.3,Ricky Nelson,to de : CEK FITUR,Return
33230541-8af0-4033-ab3d-1f8ceec42dea,26:33.3,Muhaiminah MTI,pv ok,Submit Registration
5efb29c3-866c-462d-998e-adae9eb0b2c4,03:33.5,Ricky Nelson,PV to sri wahyuni 087832215574,Submit
68664c75-98fa-48e6-aa0d-13b23ae3355e,07:20.1,Ricky Nelson,PV TIDAK DIANGKAT,Return
5b8e50ac-32e9-4cb8-b74b-0a604889ee69,09:35.2,Ricky Nelson,PV to DEFRIANO 081217024849,Submit
62232324-9dcc-4e26-b3b5-f68a850ba662,03:11.6,Rita Nurmalasari,to ss: merchant tidak dapat dihubungi untuk pv,Return
973f3dcf-07fa-48d6-b00f-135e077b967c,10:03.0,Rita Nurmalasari,to ss: merchant tidak respon pv analis,Return
ec7643d7-81a0-4248-9222-dc5b1654d659,10:04.8,Rita Nurmalasari,"TO DE: pls cfm di tab feature dan mdr u/ membank BTN tdk ada cc brand CUP, JCB dan fitur QRIS?",Return
3dc29546-1bff-47d9-b21a-ed6f045008cf,12:46.1,Rita Nurmalasari,TO SS: MERCHANT TIDAK RESPON PV ANALIS / PV TIDAK DIANGKAT,Return
a53085cb-8073-4fbb-bdee-1bde7f76b285,44:19.6,Rita Nurmalasari,TO SS: MERCHANT TIDAK RESPON PV ANALIS,Return
5bea2f53-4815-4a2e-973f-50f7d22ae891,50:19.1,Rita Nurmalasari,TO SS: MERCHANT TIDAK RESPON PV ANALIS,Return
aae8f0f9-c70b-49e6-b15e-270699077c97,53:48.7,Rita Nurmalasari,TO SS: MERCHANT TIDAK RESPON PV ANALIS,Return
ddd4ab43-ce23-4303-a169-3c168945023e,57:44.9,Rita Nurmalasari,TO SS: MERCHANT TIDAK RESPON PV ANALIS / TLP TDK DIANGKAT,Return
31206bf2-aedd-4c74-a6df-788d2c1ab668,33:52.4,Al Qhori Mushafi,retur to de: mohon cek kembali no rekening bni,Return
33230541-8af0-4033-ab3d-1f8ceec42dea,31:09.0,Muhaiminah MTI,PV to Owner,Submit
e6d362e3-b5ba-40ef-a5e9-201162239df2,05:27.4,Rita Nurmalasari,"TO DE: pls cek cek kembali, fitur dan mdr untuk kedua bank sesuaikan form (fitur QRIS dan mdr-nya blm muncul di yoe)",Return
7aa4df83-b7d3-474a-a22d-8705ed712d1b,22:13.6,Al Qhori Mushafi,retur to ss: mohon upload siup,Return
3c324f38-45fa-4213-9952-f4ba89bf46ce,25:54.0,Al Qhori Mushafi,"Akuisisi bni , bri dan mandiri, Req edc fitur reguler",Submit Registration
3c324f38-45fa-4213-9952-f4ba89bf46ce,26:58.1,Al Qhori Mushafi,"Akuisisi bni , bri dan mandiri, Req edc fitur reguler",Submit
a0006ea5-d906-4b27-95dd-f490f894c4bb,50:35.1,Al Qhori Mushafi,"Akuisisi bni , bri dan mandiri, Req edc fitur reguler",Submit Registration
a0006ea5-d906-4b27-95dd-f490f894c4bb,51:41.2,Al Qhori Mushafi,"Akuisisi bni , bri dan mandiri, Req edc fitur reguler",Submit
40277b69-40c4-4003-ae24-3335756eb1a0,55:09.3,Al Qhori Mushafi,to ss: tab blacklist tidak muncul,Return
1cd2d3cd-3acf-4772-8a7f-600acf0ebcf1,20:43.9,Muhaiminah MTI,To SS: Brdsrkan hasil pv dba address jl. datuk kedaru; pls cfm,Return
e1bf4bf5-c17b-481e-9355-58b2e19717b9,32:15.3,Muhaiminah MTI,PV to Owner,Submit
39fe70b7-7fd6-4c31-8f62-66286761eb6d,36:17.0,Rita Nurmalasari,TO ss: merchant tidak dapat dihubungi / tlp tidak aktif,Return
6c609ef3-b169-4113-b435-dca507dbf186,50:20.2,Chandra Eka Purnama,Fitur Reguler; MDR ; Standard ; Settelement : Standard  ; MCC : 5651; Incident : ok ; call 082231230066 OK,Submit
6c609ef3-b169-4113-b435-dca507dbf186,47:48.4,Chandra Eka Purnama,OK,Submit Registration
fe4610da-d306-4234-af7f-96727afac3c9,16:23.3,Mutiara Nur Fatimah,Return to SS; nomor 082289021302 yg tertera pada dokumen tidak menjawab PV/reject (14/4),Return
cdd757e2-3df4-406a-ae56-92907b4c4c4b,18:02.0,Mutiara Nur Fatimah,Return to SS; nomor 081373825220 yg tertera pada dokumen tidak menjawab PV (14/4),Return
cdd130ac-b42e-41f9-af81-eda7fb0f108b,21:22.8,Mutiara Nur Fatimah,Return to SS; nomor 085268798888 yg tertera pada dokumen tidak menjawab PV/reject (14/4),Return
585a107f-d6a2-49ac-8960-6447c4012730,28:52.0,Chandra Eka Purnama,ok,Submit Registration
585a107f-d6a2-49ac-8960-6447c4012730,30:45.4,Chandra Eka Purnama,Fitur Reguler; MDR ; Standard ; Settelement : Standard  ; MCC : 5533; Incident : ok ; call 081381110182 OK,Submit
96be5a62-1131-4bc5-a41a-bc898f813f92,54:28.2,Chandra Eka Purnama,ok,Submit Registration
96be5a62-1131-4bc5-a41a-bc898f813f92,56:37.3,Chandra Eka Purnama,Fitur Reguler; MDR ; Standard ; Settelement : Standard  ; MCC : 5814; Incident : ok ; call 081213800908 OK,Submit
71ea602b-264e-45a4-878c-4732cdd426bf,07:50.7,Chandra Eka Purnama,Fitur Reguler; MDR ; Standard ; Settelement : Standard  ; MCC : 5944; Incident : ok ; call 081368880090 OK,Submit
3b74d98d-245a-467e-a838-0c02b2ce4416,27:19.3,Ricky Nelson,PV to NUGRAHAYUDHA 081219187354 Req EDC Himbara - Member Bank BRI dan mandiri; Rek an NUGRAHAYUDHA,Submit
a581eb9f-859e-4ef1-af9c-20d6e4b2aa7f,29:00.4,Ricky Nelson,to ss : merchant tdk respond pv analyst,Return
b74d537e-5434-4109-b4ed-d92367be0750,30:29.5,Ricky Nelson,to ss : merchant tdk respond pv analyst,Return
a58d1bba-7f26-44dd-b568-f913cb3e2f8b,34:08.8,Ricky Nelson,ok,Submit Registration
d40900e4-42ca-43ac-a9fc-0b5ee385acea,38:35.0,Ricky Nelson,to ss : merchant tdk respond pv analyst,Return
05cf82e5-562a-4398-a8b8-fbc5ee2b5d1d,40:10.1,Ricky Nelson,to ss : merchant tdk respond pv analyst,Return
93e13db7-6346-446e-be8e-110d655da355,28:23.6,Chandra Eka Purnama,to de : mohon perbaikin sett day,Return
502d4877-75cd-4902-bf8c-def529a803c3,59:42.7,Al Qhori Mushafi,"Akuisisi MB mandiri , bri dan bni, Req edc fitur reguler",Submit
93e13db7-6346-446e-be8e-110d655da355,24:56.1,Chandra Eka Purnama,ok,Submit Registration
3b74d98d-245a-467e-a838-0c02b2ce4416,26:56.0,Ricky Nelson,ok,Submit Registration
a58d1bba-7f26-44dd-b568-f913cb3e2f8b,35:45.1,Ricky Nelson,PV to RIA NURMALA 081297521816,Submit
f9203968-70ab-4986-8c93-7ec22cb18901,04:18.5,Al Qhori Mushafi,to DE: tab blacklist tidak muncul,Return
529589e0-590c-45a3-9396-c8dc2e58fd44,16:52.8,Al Qhori Mushafi,to de: mcc 5641 Children’s and Infants’ Wear Stores,Return
5aa74835-1ada-4f3c-91de-48e12003b7a3,20:17.0,Al Qhori Mushafi,"Akuisisi bni dan mandiri, Req edc fitur reguler",Submit Registration
1f10c172-35ab-4ba5-a67d-ea19a42970c7,33:22.1,Al Qhori Mushafi,"Akuisisi bni , bri dan mandiri, Req edc fitur reguler",Submit Registration
529395be-405c-43dc-9c09-f89bedc44cf1,43:10.6,Al Qhori Mushafi,"retur to ss: bds buram, mohon upload buku tab bni",Return
f407560f-4f59-4d06-aad4-45f7b38b8989,42:45.5,Ricky Nelson,to ss : mhn lakukan cek incendent pd system,Return
bbbd9de6-c82a-4c52-a567-87938621e51b,11:48.4,Al Qhori Mushafi,"Akuisisi btn, bni , bri dan mandiri, Req edc fitur reguler",Submit
5aa74835-1ada-4f3c-91de-48e12003b7a3,21:02.1,Al Qhori Mushafi,"Akuisisi bni dan mandiri, Req edc fitur reguler",Submit
17821cbc-9f4b-41cc-9081-eb0da608b807,21:39.4,Al Qhori Mushafi,"Akuisisi bri dan mandiri, Req edc fitur reguler",Submit
f6be302b-766e-4767-b08d-490f4e02e2d9,27:03.8,Al Qhori Mushafi,"Akuisisi bni , bri dan mandiri, Req edc fitur reguler",Submit
76df7fec-8cfc-49fe-942e-084d0b8af9ab,07:11.0,Al Qhori Mushafi,"Akuisisi bni dan mandiri, Req edc fitur reguler",Submit Registration
76df7fec-8cfc-49fe-942e-084d0b8af9ab,07:59.8,Al Qhori Mushafi,"Akuisisi bni dan mandiri, Req edc fitur reguler",Submit
0007a1f7-78f1-4cd8-b251-08b1d6517bbb,03:20.8,Al Qhori Mushafi,"Akuisisi bri dan mandiri, Req edc fitur reguler",Submit
bbbd9de6-c82a-4c52-a567-87938621e51b,11:04.3,Al Qhori Mushafi,"Akuisisi btn, bni , bri dan mandiri, Req edc fitur reguler",Submit Registration
17821cbc-9f4b-41cc-9081-eb0da608b807,18:52.8,Al Qhori Mushafi,"Akuisisi bri dan mandiri, Req edc fitur reguler",Submit Registration
f6be302b-766e-4767-b08d-490f4e02e2d9,26:31.4,Al Qhori Mushafi,"Akuisisi bni , bri dan mandiri, Req edc fitur reguler",Submit Registration
1f10c172-35ab-4ba5-a67d-ea19a42970c7,34:05.9,Al Qhori Mushafi,"Akuisisi bni , bri dan mandiri, Req edc fitur reguler",Submit
56f10f18-8784-4c33-b7ef-348e026560f8,20:26.5,Chandra Eka Purnama,ok,Submit Registration
56f10f18-8784-4c33-b7ef-348e026560f8,21:42.0,Chandra Eka Purnama,Fitur Reguler; MDR ; Standard ; Settelement : Standard  ; MCC : 8021; Incident : ok ; call 08115687333 OK,Submit
fc8b5dc9-81d0-4f69-91a4-6ee5c688c009,35:33.4,Mutiara Nur Fatimah,"PV to MUJIONO as Owner; Req EDC Himbara dgn 2 Memberbank (BNI BRI), Fitur Reguler, MDR 1.8%, Settle D+0, MCC 5949",Submit
91c271cd-a749-4163-aa10-79f411aaa76b,49:27.0,Mutiara Nur Fatimah,"PV to I KADEK WIDIANA as Owner; Req EDC Himbara dgn 2 Memberbank (BRI Mandiri), Fitur Reguler, MDR 1.8%, Settle D+0, MCC 5499",Submit Registration
b906919f-cbac-44c2-8fda-5abb76d6763a,34:40.6,Mutiara Nur Fatimah,"PV to RONALD; Req 1 EDC Himbara dgn 2 Memberbank (BNI BRI), Fitur Reguler, MDR 1.8%, Settle D+0, MCC 5812",Submit
91c271cd-a749-4163-aa10-79f411aaa76b,50:16.5,Mutiara Nur Fatimah,"PV to I KADEK WIDIANA as Owner; Req EDC Himbara dgn 2 Memberbank (BRI Mandiri), Fitur Reguler, MDR 1.8%, Settle D+0, MCC 5499",Submit
