IDLOG,IDTRACKER,IDSTATUS,APLC_STATUS,APLC_AUTH,APLC_RSON,PROC_PGRS_SEQ_NO,DATA_CHNG_DTTM
31887,7781,20,Data Entry,Approved,,1,2/22/2023 14:02
31888,7781,30,B/L Check,Approved,,1,2/22/2023 14:02
31889,7781,40,Application Check,Approved,,1,2/22/2023 16:02
31890,7781,61,Member Bank Apprval 1,Approved,,1,2/23/2023 9:02
31891,7781,70,Approval Completed,Approved,,1,2/24/2023 21:02
31892,7781,70,Approval Completed,,,2,2/24/2023 21:02
31893,7782,10,DOC Registration,Approved,,1,2/22/2023 12:02
31894,7782,15,Quality Assurance (QAM),Approved,,1,2/22/2023 12:02
31895,7782,20,Data Entry,Approved,,1,2/23/2023 13:02
31896,7782,30,B/L Check,Approved,,1,2/23/2023 13:02
31897,7782,40,Application Check,Approved,,1,2/23/2023 16:02
31898,7782,50,Merchant Analyst,Returned,Application,1,2/24/2023 11:02
31899,7782,61,Member Bank Apprval 1,Approved,,1,2/27/2023 10:02
31900,7782,20,Data Entry,Approved,,2,2/24/2023 11:02
31901,7782,30,B/L Check,Approved,,2,2/24/2023 11:02
31902,7782,40,Application Check,Approved,,2,2/24/2023 12:02
33253,8466,70,Approval Completed,Approved,,1,3/20/2023 15:03
33254,8466,20,Data Entry,Approved,,2,3/16/2023 11:03
33255,8466,30,B/L Check,Approved,,2,3/16/2023 11:03
33256,8466,40,Application Check,Approved,,2,3/16/2023 14:03
33257,8466,61,Member Bank Apprval 1,Approved,,2,3/29/2023 19:03
33258,8466,70,Approval Completed,Approved,,2,3/29/2023 18:03
33259,8466,61,Member Bank Apprval 1,Approved,,3,3/20/2023 15:03
33260,8466,70,Approval Completed,Approved,,3,3/29/2023 19:03
33261,8466,70,Approval Completed,Approved,,4,3/29/2023 19:03
33262,8467,10,DOC Registration,Approved,,1,3/15/2023 14:03
33263,8467,15,Quality Assurance (QAM),Approved,,1,3/15/2023 14:03
33264,8467,20,Data Entry,Approved,,1,3/16/2023 10:03
33265,8467,30,B/L Check,Approved,,1,3/16/2023 10:03
33266,8467,40,Application Check,Approved,,1,3/16/2023 11:03
33267,8467,50,Merchant Analyst,Approved,,1,3/19/2023 14:03
33268,8467,61,Member Bank Apprval 1,Approved,,1,3/29/2023 19:03
33269,8467,70,Approval Completed,Approved,,1,3/20/2023 8:03
33270,8467,61,Member Bank Apprval 1,Approved,,2,3/29/2023 19:03
33271,8467,70,Approval Completed,Approved,,2,3/29/2023 18:03
33272,8467,61,Member Bank Apprval 1,Approved,,3,3/20/2023 8:03
33273,8467,70,Approval Completed,Approved,,3,3/29/2023 19:03
33274,8467,70,Approval Completed,Approved,,4,3/29/2023 19:03
33275,8468,10,DOC Registration,Approved,,1,3/15/2023 14:03
33276,8468,15,Quality Assurance (QAM),Approved,,1,3/15/2023 14:03
33277,8468,20,Data Entry,Approved,,1,3/16/2023 11:03
33278,8468,30,B/L Check,Approved,,1,3/16/2023 11:03
33279,8468,40,Application Check,Approved,,1,3/16/2023 17:03
33280,8468,50,Merchant Analyst,Approved,,1,3/20/2023 10:03
33281,8468,61,Member Bank Apprval 1,Approved,,1,3/29/2023 19:03
33282,8468,70,Approval Completed,Approved,,1,3/20/2023 15:03
33283,8468,61,Member Bank Apprval 1,Approved,,2,3/29/2023 19:03
33284,8468,70,Approval Completed,Approved,,2,3/29/2023 18:03
33285,8468,70,Approval Completed,Approved,,3,3/29/2023 19:03
33286,8468,70,Approval Completed,Approved,,4,3/29/2023 19:03
33287,8469,10,DOC Registration,Approved,,1,3/15/2023 14:03
33288,8469,15,Quality Assurance (QAM),Approved,,1,3/15/2023 14:03
33289,8469,20,Data Entry,Approved,,1,3/16/2023 8:03
33290,8469,30,B/L Check,Approved,,1,3/16/2023 8:03
33291,8469,40,Application Check,Approved,,1,3/16/2023 13:03
33292,8469,50,Merchant Analyst,Approved,,1,3/19/2023 21:03
33293,8469,61,Member Bank Apprval 1,Approved,,1,3/29/2023 19:03
33294,8469,70,Approval Completed,Approved,,1,3/20/2023 8:03
33295,8469,61,Member Bank Apprval 1,Approved,,2,3/29/2023 19:03
33296,8469,70,Approval Completed,Approved,,2,3/29/2023 18:03
33297,8469,61,Member Bank Apprval 1,Approved,,3,3/20/2023 8:03
33298,8469,70,Approval Completed,Approved,,3,3/29/2023 19:03
33299,8469,70,Approval Completed,Approved,,4,3/29/2023 19:03
33300,8470,10,DOC Registration,Approved,,1,3/15/2023 14:03
33301,8470,15,Quality Assurance (QAM),Approved,,1,3/15/2023 14:03
33302,8470,20,Data Entry,Approved,,1,3/16/2023 12:03
33303,8470,30,B/L Check,Approved,,1,3/16/2023 12:03
33304,8470,40,Application Check,Approved,,1,3/16/2023 14:03
33305,8470,50,Merchant Analyst,Approved,,1,3/20/2023 10:03
33306,8470,61,Member Bank Apprval 1,Approved,,1,3/29/2023 19:03
33307,8470,70,Approval Completed,Approved,,1,3/20/2023 15:03
33308,8470,61,Member Bank Apprval 1,Approved,,2,3/29/2023 19:03
33309,8470,70,Approval Completed,Approved,,2,3/29/2023 18:03
33310,8470,61,Member Bank Apprval 1,Approved,,3,3/20/2023 15:03
33311,8470,70,Approval Completed,Approved,,3,3/29/2023 19:03
33312,8470,70,Approval Completed,Approved,,4,3/29/2023 19:03
33313,8471,10,DOC Registration,Approved,,1,3/15/2023 14:03
33314,8471,15,Quality Assurance (QAM),Approved,,1,3/15/2023 14:03
33315,8471,20,Data Entry,Approved,,1,3/16/2023 8:03
33316,8471,30,B/L Check,Approved,,1,3/16/2023 8:03
33317,8471,40,Application Check,Returned,Application,1,3/16/2023 9:03
17842,6572,50,Merchant Analyst,Approved,,1,1/27/2023 11:01
17843,6572,61,Member Bank Apprval 1,Approved,,1,2/1/2023 17:02
17844,6572,70,Approval Completed,Approved,,1,2/24/2023 16:02
17845,6572,61,Member Bank Apprval 1,Approved,,2,2/1/2023 16:02
17846,6572,70,Approval Completed,Approved,,2,2/24/2023 16:02
17847,6572,61,Member Bank Apprval 1,Approved,,3,1/30/2023 8:01
17848,6572,70,Approval Completed,Approved,,4,2/24/2023 16:02
17849,6572,70,Approval Completed,,,5,2/24/2023 16:02
17850,6573,10,DOC Registration,Approved,,1,1/25/2023 8:01
17851,6573,15,Quality Assurance (QAM),Approved,,1,1/25/2023 8:01
17852,6573,20,Data Entry,Approved,,1,1/25/2023 13:01
17853,6573,30,B/L Check,Approved,,1,1/25/2023 13:01
17854,6573,40,Application Check,Approved,,1,1/25/2023 14:01
17855,6573,50,Merchant Analyst,Approved,,1,1/29/2023 16:01
17856,6573,61,Member Bank Apprval 1,Approved,,1,2/1/2023 17:02
17857,6573,70,Approval Completed,Approved,,1,2/22/2023 16:02
17858,6573,61,Member Bank Apprval 1,Approved,,2,2/1/2023 16:02
17859,6573,70,Approval Completed,Approved,,2,2/22/2023 16:02
17860,6573,61,Member Bank Apprval 1,Approved,,3,1/30/2023 8:01
17861,6573,70,Approval Completed,Approved,,3,2/22/2023 16:02
17862,6573,70,Approval Completed,Approved,,4,2/22/2023 16:02
17863,7018,30,B/L Check,Approved,,1,2/1/2023 13:02
17864,7018,40,Application Check,Approved,,1,2/1/2023 13:02
19300,6602,50,Merchant Analyst,Approved,,1,1/26/2023 11:01
19301,6602,61,Member Bank Apprval 1,Approved,,1,1/30/2023 16:01
19302,6602,70,Approval Completed,Approved,,1,2/17/2023 16:02
19303,6602,61,Member Bank Apprval 1,Approved,,2,1/30/2023 15:01
19304,6602,70,Approval Completed,Approved,,2,2/17/2023 16:02
19305,6602,61,Member Bank Apprval 1,Approved,,3,1/26/2023 17:01
19306,6602,70,Approval Completed,Approved,,3,2/17/2023 16:02
19307,6602,70,Approval Completed,Approved,,4,2/17/2023 16:02
19308,6602,70,Approval Completed,,,5,2/17/2023 16:02
19309,6603,10,DOC Registration,Approved,,1,1/25/2023 9:01
19310,6603,15,Quality Assurance (QAM),Approved,,1,1/25/2023 9:01
19311,6603,20,Data Entry,Approved,,1,1/25/2023 14:01
19312,6603,30,B/L Check,Approved,,1,1/25/2023 14:01
19313,6603,40,Application Check,Approved,,1,1/25/2023 16:01
19314,6603,50,Merchant Analyst,Approved,,1,1/27/2023 15:01
19315,6603,61,Member Bank Apprval 1,Approved,,1,2/1/2023 17:02
19316,6603,70,Approval Completed,Approved,,1,2/25/2023 17:02
19317,6603,61,Member Bank Apprval 1,Approved,,2,2/1/2023 16:02
19318,6603,70,Approval Completed,Approved,,2,2/25/2023 17:02
19319,6603,61,Member Bank Apprval 1,Approved,,3,1/30/2023 8:01
19320,6603,70,Approval Completed,Approved,,3,2/25/2023 17:02
19321,6603,70,Approval Completed,Approved,,4,2/25/2023 17:02
19322,6603,70,Approval Completed,,,5,2/25/2023 17:02
19323,6604,10,DOC Registration,Approved,,1,1/25/2023 9:01
19324,6604,15,Quality Assurance (QAM),Approved,,1,1/25/2023 9:01
19325,6604,20,Data Entry,Approved,,1,1/25/2023 14:01
19326,6604,30,B/L Check,Approved,,1,1/25/2023 14:01
19327,6604,40,Application Check,Approved,,1,1/25/2023 14:01
19328,6604,50,Merchant Analyst,Approved,,1,1/29/2023 17:01
19329,6604,61,Member Bank Apprval 1,Approved,,1,2/1/2023 16:02
19330,6604,70,Approval Completed,Approved,,1,2/16/2023 21:02
19331,6604,61,Member Bank Apprval 1,Approved,,2,2/1/2023 15:02
19332,6604,70,Approval Completed,Approved,,2,2/16/2023 21:02
19333,6604,61,Member Bank Apprval 1,Approved,,3,1/30/2023 8:01
19334,6604,70,Approval Completed,Approved,,3,2/16/2023 21:02
19335,6604,70,Approval Completed,Approved,,4,2/16/2023 21:02
19336,6604,70,Approval Completed,,,5,2/16/2023 21:02
19337,7051,30,B/L Check,Approved,,1,2/2/2023 7:02
19338,7051,40,Application Check,Approved,,1,2/2/2023 15:02
19339,7051,61,Member Bank Apprval 1,Approved,,1,2/3/2023 8:02
19340,7051,70,Approval Completed,Approved,,1,2/4/2023 17:02
19341,7052,20,Data Entry,Approved,,1,2/2/2023 12:02
19342,7052,50,Merchant Analyst,Approved,,1,2/6/2023 10:02
19343,7052,61,Member Bank Apprval 1,Approved,,1,3/10/2023 22:03
19344,7052,61,Member Bank Apprval 1,Approved,,2,3/11/2023 0:03
19345,7052,70,Approval Completed,Approved,,2,3/10/2023 20:03
19346,7052,70,Approval Completed,Approved,,3,3/10/2023 22:03
19347,7052,70,Approval Completed,Approved,,4,3/11/2023 0:03
19348,7053,10,DOC Registration,Approved,,1,2/1/2023 15:02
19349,7053,15,Quality Assurance (QAM),Approved,,1,2/1/2023 15:02
19350,7053,20,Data Entry,Approved,,1,2/2/2023 13:02
19351,7053,61,Member Bank Apprval 1,Approved,,1,2/3/2023 8:02
19352,7053,70,Approval Completed,Approved,,1,2/4/2023 15:02
19353,7054,20,Data Entry,Approved,,1,2/2/2023 12:02
19354,7054,30,B/L Check,Approved,,1,2/2/2023 12:02
19355,7054,40,Application Check,Approved,,1,2/2/2023 13:02
19356,7054,70,Approval Completed,Approved,,1,2/6/2023 8:02
19357,7054,70,Approval Completed,Approved,,2,3/6/2023 15:03
19358,7054,70,Approval Completed,Approved,,3,3/6/2023 17:03
19359,7054,70,Approval Completed,Approved,,4,3/6/2023 18:03
19360,7055,10,DOC Registration,Approved,,1,2/1/2023 15:02
19361,7055,15,Quality Assurance (QAM),Approved,,1,2/1/2023 15:02
19362,7055,20,Data Entry,Approved,,1,2/2/2023 13:02
19363,7055,70,Approval Completed,Approved,,1,2/6/2023 8:02
19364,7055,70,Approval Completed,Approved,,2,3/6/2023 15:03
19365,7055,61,Member Bank Apprval 1,Approved,,3,2/6/2023 8:02
32596,8406,70,Approval Completed,,,2,3/27/2023 16:03
32597,8407,10,DOC Registration,Approved,,1,3/15/2023 8:03
32598,8407,15,Quality Assurance (QAM),Approved,,1,3/15/2023 8:03
32599,8407,20,Data Entry,Approved,,1,3/15/2023 15:03
32600,8407,61,Member Bank Apprval 1,Approved,,1,3/15/2023 16:03
32601,8431,10,DOC Registration,Approved,,1,3/15/2023 12:03
32602,8404,30,B/L Check,Approved,,1,3/15/2023 13:03
32603,8404,40,Application Check,Approved,,1,3/15/2023 16:03
32604,8405,30,B/L Check,Approved,,1,3/15/2023 13:03
32605,8404,70,Approval Completed,Approved,,1,3/24/2023 20:03
32606,8398,30,B/L Check,Approved,,1,3/15/2023 13:03
32607,8398,40,Application Check,Approved,,1,3/15/2023 16:03
32608,8405,61,Member Bank Apprval 1,Approved,,1,3/15/2023 15:03
32609,8399,61,Member Bank Apprval 1,Approved,,1,3/15/2023 14:03
32610,8399,70,Approval Completed,Approved,,1,3/17/2023 11:03
32611,8399,30,B/L Check,Approved,,2,3/15/2023 14:03
32612,8399,40,Application Check,Approved,,2,3/15/2023 14:03
32613,8399,70,Approval Completed,,,2,3/17/2023 11:03
32614,8400,70,Approval Completed,,,2,3/24/2023 15:03
32615,8402,30,B/L Check,Approved,,1,3/15/2023 12:03
32616,8402,40,Application Check,Returned,Application,1,3/15/2023 13:03
32617,8402,61,Member Bank Apprval 1,Approved,,1,3/15/2023 16:03
32618,8402,30,B/L Check,Approved,,2,3/15/2023 15:03
32619,8402,40,Application Check,Approved,,2,3/15/2023 16:03
32620,8402,70,Approval Completed,,,2,3/17/2023 20:03
32621,8407,70,Approval Completed,,,2,3/17/2023 20:03
32622,8403,30,B/L Check,Approved,,1,3/15/2023 13:03
32623,8403,40,Application Check,Approved,,1,3/15/2023 16:03
32624,8403,70,Approval Completed,,,2,3/23/2023 17:03
28244,7249,10,DOC Registration,Approved,,1,2/6/2023 13:02
28245,7249,15,Quality Assurance (QAM),Approved,,1,2/6/2023 13:02
28246,7249,20,Data Entry,Approved,,1,2/7/2023 0:02
28247,7249,61,Member Bank Apprval 1,Approved,,1,2/7/2023 10:02
28248,7249,70,Approval Completed,,,2,2/8/2023 16:02
28249,7250,10,DOC Registration,Approved,,1,2/6/2023 13:02
28250,7250,15,Quality Assurance (QAM),Approved,,1,2/6/2023 14:02
28251,7250,30,B/L Check,Approved,,1,2/7/2023 9:02
28252,7250,40,Application Check,Approved,,1,2/7/2023 18:02
28253,7250,50,Merchant Analyst,Approved,,1,2/9/2023 11:02
28254,7250,61,Member Bank Apprval 1,Approved,,1,2/9/2023 19:02
28255,7250,70,Approval Completed,Approved,,1,2/9/2023 19:02
28256,7251,10,DOC Registration,Approved,,1,2/6/2023 13:02
28257,7251,15,Quality Assurance (QAM),Approved,,1,2/6/2023 13:02
28258,7251,20,Data Entry,Approved,,1,2/7/2023 0:02
28259,7251,70,Approval Completed,,,2,2/8/2023 16:02
28260,7252,10,DOC Registration,Approved,,1,2/6/2023 13:02
28261,7252,15,Quality Assurance (QAM),Approved,,1,2/6/2023 13:02
28262,7252,20,Data Entry,Approved,,1,2/7/2023 0:02
28263,7252,70,Approval Completed,,,2,2/8/2023 16:02
28264,7253,10,DOC Registration,,,1,2/6/2023 13:02
28265,7253,15,Quality Assurance (QAM),Approved,,1,2/6/2023 13:02
28266,7253,20,Data Entry,Approved,,1,2/7/2023 0:02
28267,7253,61,Member Bank Apprval 1,Approved,,1,2/7/2023 10:02
28268,7253,70,Approval Completed,,,2,2/10/2023 17:02
28269,7254,10,DOC Registration,Approved,,1,2/6/2023 13:02
28270,7254,15,Quality Assurance (QAM),Approved,,1,2/6/2023 13:02
28271,7254,20,Data Entry,Approved,,1,2/7/2023 0:02
28272,7254,70,Approval Completed,,,2,2/10/2023 17:02
28273,7255,10,DOC Registration,Approved,,1,2/6/2023 14:02
28274,7255,15,Quality Assurance (QAM),Approved,,1,2/6/2023 14:02
28275,7255,20,Data Entry,Approved,,1,2/7/2023 0:02
28276,7255,61,Member Bank Apprval 1,Approved,,1,2/7/2023 10:02
28277,7255,70,Approval Completed,,,2,2/8/2023 16:02
28278,7256,10,DOC Registration,Approved,,1,2/6/2023 14:02
28279,7256,15,Quality Assurance (QAM),Approved,,1,2/6/2023 14:02
28280,7256,20,Data Entry,Approved,,1,2/7/2023 0:02
28281,7256,30,B/L Check,Approved,,1,2/7/2023 0:02
28282,7256,40,Application Check,Approved,,1,2/7/2023 9:02
28283,7256,70,Approval Completed,,,2,2/16/2023 9:02
28284,7257,10,DOC Registration,Approved,,1,2/6/2023 14:02
28285,7257,15,Quality Assurance (QAM),Approved,,1,2/6/2023 14:02
28286,7257,20,Data Entry,Approved,,1,2/7/2023 0:02
28287,7257,30,B/L Check,Approved,,1,2/7/2023 0:02
28288,7257,40,Application Check,Approved,,1,2/7/2023 8:02
28289,7257,61,Member Bank Apprval 1,Approved,,1,2/7/2023 10:02
28290,7257,70,Approval Completed,,,2,2/9/2023 17:02
28291,7258,20,Data Entry,Approved,,1,2/7/2023 7:02
28292,7258,61,Member Bank Apprval 1,Approved,,1,2/22/2023 9:02
28293,7258,10,DOC Registration,Approved,,2,2/14/2023 10:02
28294,7258,15,Quality Assurance (QAM),Approved,,2,2/14/2023 10:02
28295,7258,20,Data Entry,Approved,,2,2/14/2023 11:02
28296,7258,30,B/L Check,Approved,,2,2/14/2023 11:02
28297,7258,40,Application Check,Approved,,2,2/14/2023 11:02
28298,7258,10,DOC Registration,Approved,,3,2/20/2023 9:02
28299,7258,30,B/L Check,Approved,,3,2/20/2023 10:02
28300,7258,40,Application Check,Approved,,3,2/20/2023 11:02
28301,7259,15,Quality Assurance (QAM),Approved,,1,2/6/2023 14:02
28302,7259,20,Data Entry,Approved,,1,2/7/2023 12:02
28303,7259,50,Merchant Analyst,Returned,Uncompleted Documents,1,2/8/2023 14:02
28331,7263,40,Application Check,Returned,Uncompleted Documents,1,2/7/2023 14:02
28332,7263,50,Merchant Analyst,Approved,,1,2/13/2023 10:02
32944,8438,10,DOC Registration,Approved,,1,3/15/2023 13:03
32945,8438,15,Quality Assurance (QAM),Approved,,1,3/15/2023 13:03
32946,8438,20,Data Entry,Approved,,1,3/16/2023 6:03
32947,8438,30,B/L Check,Approved,,1,3/16/2023 6:03
32948,8438,40,Application Check,Approved,,1,3/16/2023 8:03
32949,8439,10,DOC Registration,Approved,,1,3/15/2023 13:03
32950,8439,15,Quality Assurance (QAM),Approved,,1,3/15/2023 13:03
32951,8439,20,Data Entry,Approved,,1,3/16/2023 7:03
32952,8439,30,B/L Check,Approved,,1,3/16/2023 7:03
32953,8439,40,Application Check,Approved,,1,3/16/2023 18:03
32954,8439,61,Member Bank Apprval 1,Approved,,1,3/17/2023 10:03
32955,8439,70,Approval Completed,Approved,,1,3/26/2023 19:03
32956,8440,10,DOC Registration,Approved,,1,3/15/2023 13:03
32957,8440,15,Quality Assurance (QAM),Approved,,1,3/15/2023 13:03
32958,8440,20,Data Entry,Approved,,1,3/16/2023 6:03
32959,8440,30,B/L Check,Approved,,1,3/16/2023 6:03
32960,8440,40,Application Check,Approved,,1,3/16/2023 7:03
32961,8440,61,Member Bank Apprval 1,Approved,,1,3/16/2023 9:03
32962,8440,70,Approval Completed,Approved,,1,3/26/2023 19:03
32963,8441,10,DOC Registration,Approved,,1,3/15/2023 13:03
32964,8441,15,Quality Assurance (QAM),Approved,,1,3/15/2023 14:03
32965,8441,20,Data Entry,Approved,,1,3/16/2023 8:03
32966,8441,30,B/L Check,Approved,,1,3/16/2023 8:03
32967,8441,40,Application Check,Approved,,1,3/16/2023 18:03
32968,8441,50,Merchant Analyst,Approved,,1,3/17/2023 13:03
32969,8442,10,DOC Registration,Approved,,1,3/15/2023 13:03
32970,8442,15,Quality Assurance (QAM),Approved,,1,3/15/2023 14:03
32971,8442,20,Data Entry,Approved,,1,3/16/2023 7:03
32972,8442,30,B/L Check,Approved,,1,3/16/2023 7:03
32973,8442,40,Application Check,Approved,,1,3/16/2023 8:03
32974,8442,50,Merchant Analyst,Approved,,1,3/16/2023 17:03
32975,8442,61,Member Bank Apprval 1,Approved,,1,3/19/2023 7:03
28606,7238,61,Member Bank Apprval 1,Approved,,1,2/4/2023 14:02
28607,7238,70,Approval Completed,,,2,2/5/2023 23:02
28608,7239,61,Member Bank Apprval 1,Approved,,1,2/6/2023 9:02
28609,7239,70,Approval Completed,,,2,2/6/2023 16:02
28610,7261,15,Quality Assurance (QAM),Approved,,1,2/6/2023 16:02
28611,7240,61,Member Bank Apprval 1,Approved,,1,2/6/2023 9:02
28612,7241,15,Quality Assurance (QAM),Approved,,1,2/6/2023 10:02
28613,7241,20,Data Entry,Approved,,1,2/6/2023 14:02
28614,7241,30,B/L Check,Approved,,1,2/6/2023 14:02
28615,7241,40,Application Check,Approved,,1,2/6/2023 16:02
28616,7241,30,B/L Check,Approved,,3,2/15/2023 15:02
28617,7241,40,Application Check,Approved,,3,2/15/2023 16:02
28618,7244,10,DOC Registration,Approved,,1,2/6/2023 14:02
28619,7244,15,Quality Assurance (QAM),Approved,,1,2/6/2023 14:02
28620,7244,20,Data Entry,Approved,,1,2/7/2023 5:02
28621,7258,15,Quality Assurance (QAM),Approved,,1,2/6/2023 14:02
28622,7259,10,DOC Registration,Approved,,1,2/6/2023 14:02
28623,7244,70,Approval Completed,,,2,2/14/2023 17:02
28624,7245,10,DOC Registration,Approved,,1,2/6/2023 11:02
28625,7245,15,Quality Assurance (QAM),Approved,,1,2/6/2023 16:02
28626,7245,20,Data Entry,Approved,,1,2/7/2023 9:02
28627,7262,10,DOC Registration,Approved,,1,2/6/2023 16:02
28628,7245,30,B/L Check,Approved,,1,2/7/2023 9:02
28629,7245,40,Application Check,Approved,,1,2/7/2023 17:02
28630,7246,20,Data Entry,Approved,,1,2/7/2023 10:02
28631,7250,20,Data Entry,Approved,,1,2/7/2023 9:02
28632,7246,61,Member Bank Apprval 1,Approved,,1,3/13/2023 15:03
28633,7246,70,Approval Completed,Approved,,1,3/24/2023 20:03
28634,7246,70,Approval Completed,,,2,3/24/2023 20:03
28635,7269,70,Approval Completed,,,5,3/24/2023 19:03
28636,7246,20,Data Entry,Approved,,3,3/10/2023 15:03
28637,7246,30,B/L Check,Approved,,3,3/10/2023 15:03
28638,7246,40,Application Check,Approved,,3,3/10/2023 16:03
28639,7246,50,Merchant Analyst,Approved,,3,3/13/2023 10:03
28640,7247,15,Quality Assurance (QAM),Approved,,1,2/6/2023 13:02
28641,7248,10,DOC Registration,Approved,,1,2/6/2023 13:02
28642,7248,15,Quality Assurance (QAM),Approved,,1,2/6/2023 13:02
28643,7248,20,Data Entry,Approved,,1,2/7/2023 0:02
28644,7248,40,Application Check,Approved,,1,2/7/2023 8:02
28645,7248,70,Approval Completed,Approved,,1,2/10/2023 17:02
28646,7249,70,Approval Completed,Approved,,1,2/8/2023 16:02
28647,7251,70,Approval Completed,Approved,,1,2/8/2023 16:02
28648,7252,70,Approval Completed,Approved,,1,2/8/2023 16:02
28649,7253,70,Approval Completed,Approved,,1,2/10/2023 17:02
28650,7254,70,Approval Completed,Approved,,1,2/10/2023 17:02
28651,7255,70,Approval Completed,Approved,,1,2/8/2023 16:02
28652,7256,70,Approval Completed,Approved,,1,2/16/2023 9:02
28653,7257,70,Approval Completed,Approved,,1,2/9/2023 17:02
28654,7260,70,Approval Completed,Approved,,1,2/22/2023 16:02
28655,7249,30,B/L Check,Approved,,1,2/7/2023 0:02
28656,7249,40,Application Check,Approved,,1,2/7/2023 6:02
28657,7251,30,B/L Check,Approved,,1,2/7/2023 0:02
28658,7251,40,Application Check,Approved,,1,2/7/2023 9:02
28659,7252,30,B/L Check,Approved,,1,2/7/2023 0:02
28660,7252,40,Application Check,Approved,,1,2/7/2023 9:02
28661,7253,30,B/L Check,Approved,,1,2/7/2023 0:02
28662,7253,40,Application Check,Approved,,1,2/7/2023 8:02
28663,7254,30,B/L Check,Approved,,1,2/7/2023 0:02
28664,7254,40,Application Check,Approved,,1,2/7/2023 9:02
33318,8471,50,Merchant Analyst,Approved,,1,3/18/2023 7:03
33319,8471,61,Member Bank Apprval 1,Approved,,1,3/29/2023 19:03
33320,8471,70,Approval Completed,Approved,,1,3/20/2023 8:03
33321,8471,20,Data Entry,Approved,,2,3/16/2023 10:03
33322,8471,30,B/L Check,Approved,,2,3/16/2023 10:03
33323,8471,40,Application Check,Approved,,2,3/16/2023 11:03
33324,8471,61,Member Bank Apprval 1,Approved,,2,3/29/2023 19:03
33325,8471,70,Approval Completed,Approved,,2,3/29/2023 18:03
33326,8471,61,Member Bank Apprval 1,Approved,,3,3/20/2023 8:03
33327,8471,70,Approval Completed,Approved,,3,3/29/2023 19:03
33328,8471,70,Approval Completed,Approved,,4,3/29/2023 19:03
33329,8472,10,DOC Registration,Approved,,1,3/15/2023 14:03
33330,8472,15,Quality Assurance (QAM),Approved,,1,3/15/2023 14:03
33331,8472,20,Data Entry,Approved,,1,3/16/2023 11:03
33332,8472,30,B/L Check,Approved,,1,3/16/2023 11:03
33333,8472,40,Application Check,Approved,,1,3/16/2023 17:03
33334,8472,50,Merchant Analyst,Approved,,1,3/20/2023 11:03
33335,8472,61,Member Bank Apprval 1,Approved,,1,3/29/2023 19:03
33336,8472,70,Approval Completed,Approved,,1,3/20/2023 15:03
33337,8472,61,Member Bank Apprval 1,Approved,,2,3/29/2023 19:03
33338,8472,70,Approval Completed,Approved,,2,3/29/2023 18:03
33339,8472,61,Member Bank Apprval 1,Approved,,3,3/20/2023 15:03
33340,8472,70,Approval Completed,Approved,,3,3/29/2023 19:03
33341,8472,70,Approval Completed,Approved,,4,3/29/2023 19:03
28960,7735,10,DOC Registration,Approved,,1,2/20/2023 11:02
28961,7735,20,Data Entry,Approved,,1,2/20/2023 14:02
28962,7735,30,B/L Check,Approved,,1,2/20/2023 14:02
28963,7735,40,Application Check,Approved,,1,2/20/2023 14:02
28964,7735,61,Member Bank Apprval 1,Approved,,1,2/20/2023 15:02
28965,7735,70,Approval Completed,Approved,,1,2/20/2023 21:02
28966,7735,70,Approval Completed,,,2,2/20/2023 21:02
28967,7736,30,B/L Check,Approved,,1,2/20/2023 13:02
28968,7736,40,Application Check,Approved,,1,2/20/2023 14:02
28969,7737,70,Approval Completed,Approved,,1,2/21/2023 20:02
28970,7738,10,DOC Registration,Approved,,1,2/20/2023 13:02
28971,7738,15,Quality Assurance (QAM),Approved,,1,2/20/2023 13:02
28972,7738,20,Data Entry,Approved,,1,2/21/2023 11:02
28973,7738,61,Member Bank Apprval 1,Approved,,1,2/22/2023 9:02
28974,7739,10,DOC Registration,Approved,,1,2/20/2023 14:02
28975,7739,30,B/L Check,Approved,,1,2/21/2023 7:02
28976,7739,40,Application Check,Approved,,1,2/21/2023 8:02
28977,7739,50,Merchant Analyst,Returned,Uncompleted Documents,1,2/21/2023 16:02
28978,7739,70,Approval Completed,Approved,,1,2/28/2023 16:02
28979,7739,10,DOC Registration,Approved,,2,2/21/2023 16:02
28980,7739,15,Quality Assurance (QAM),Approved,,2,2/21/2023 16:02
28981,7739,20,Data Entry,Approved,,2,2/21/2023 16:02
28982,7739,50,Merchant Analyst,Approved,,2,2/21/2023 17:02
28983,7739,70,Approval Completed,,,2,2/28/2023 16:02
28984,7740,20,Data Entry,Approved,,1,2/21/2023 8:02
28985,7740,30,B/L Check,Approved,,1,2/21/2023 8:02
28986,7740,40,Application Check,Approved,,1,2/21/2023 13:02
28987,7740,50,Merchant Analyst,Approved,,1,2/22/2023 16:02
28988,7740,70,Approval Completed,,,2,2/24/2023 21:02
28989,7741,10,DOC Registration,Approved,,1,2/20/2023 15:02
28990,7741,15,Quality Assurance (QAM),Approved,,1,2/21/2023 7:02
28991,7741,20,Data Entry,Returned,Uncompleted Documents,1,2/21/2023 15:02
28992,7741,30,B/L Check,Approved,,1,2/27/2023 13:02
28993,7741,40,Application Check,Approved,,1,2/27/2023 16:02
28994,7741,70,Approval Completed,Approved,,1,3/20/2023 19:03
28995,7741,10,DOC Registration,Approved,,2,2/22/2023 9:02
