|APLC_SEQ_NO|MID        |TID     |MERCHANT NAME                         |CITY                               |PROSES PENGAJUAN APLIKASI|TGL APLIKASI MASUK     |STATUS APLIKASI           |STATUS WR        |STATUS WO|PROVIDER_TYP|TMNL_STATUS |TMNL_MODEL|SNO                 |MER_DTL_ADDR1                                   |MER_DTL_ADDR2                                   |MER_DTL_ADDR3                                 |MID_BRI     |MID_BNI        |MID_BTN        |MID_ASTRAPAY|MID_DANAMON|MID_BSI|MID_OCBC|TID_BRI |TID_BNI |TID_BTN |TID_ASTRAPAY|TID_DANAMON|TID_BSI|TID_OCBC|MEMBER_BANK             |
|12003083166|71135171242|74601354|DWIDAYATOUR.CO.ID MALL PALEMBANG ICON - PB 3    |Palembang (Kota)                   |                         |2023-01-18 10:30:36.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MALL PALEMBANG ICON LT 1 UNIT 57                |JL. POM IX LT.2/57, PALEMBANG                   |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083166|71135171242|74601355|DWIDAYATOUR.CO.ID MALL PALEMBANG ICON - PB 3    |Palembang (Kota)                   |                         |2023-01-18 10:30:36.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MALL PALEMBANG ICON LT 1 UNIT 57                |JL. POM IX LT.2/57, PALEMBANG                   |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083166|71135171242|74601356|DWIDAYATOUR.CO.ID MALL PALEMBANG ICON - PB 3    |Palembang (Kota)                   |                         |2023-01-18 10:30:36.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MALL PALEMBANG ICON LT 1 UNIT 57                |JL. POM IX LT.2/57, PALEMBANG                   |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083166|71135171242|74601357|DWIDAYATOUR.CO.ID MALL PALEMBANG ICON - PB 3    |Palembang (Kota)                   |                         |2023-01-18 10:30:36.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MALL PALEMBANG ICON LT 1 UNIT 57                |JL. POM IX LT.2/57, PALEMBANG                   |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083167|71135171335|74601358|DWIDAYATOUR.CO.ID MANADO TOWN SQUARE - PB 3     |Manado (Kota)                      |                         |2023-01-18 10:30:36.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MANADO TOWN SQUARE I FIRST FLOOR (FF-51)        |JL. PIERRE TENDEAN (BOULEVARD), MANADO 95114    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083167|71135171335|74601359|DWIDAYATOUR.CO.ID MANADO TOWN SQUARE - PB 3     |Manado (Kota)                      |                         |2023-01-18 10:30:36.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MANADO TOWN SQUARE I FIRST FLOOR (FF-51)        |JL. PIERRE TENDEAN (BOULEVARD), MANADO 95114    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083167|71135171335|74601360|DWIDAYATOUR.CO.ID MANADO TOWN SQUARE - PB 3     |Manado (Kota)                      |                         |2023-01-18 10:30:36.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MANADO TOWN SQUARE I FIRST FLOOR (FF-51)        |JL. PIERRE TENDEAN (BOULEVARD), MANADO 95114    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083167|71135171335|74601361|DWIDAYATOUR.CO.ID MANADO TOWN SQUARE - PB 3     |Manado (Kota)                      |                         |2023-01-18 10:30:36.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MANADO TOWN SQUARE I FIRST FLOOR (FF-51)        |JL. PIERRE TENDEAN (BOULEVARD), MANADO 95114    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083168|71135171428|74601362|DWIDAYATOUR.CO.ID GRAND INDONESIA - PB 3        |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:37.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |GRAND INDONESIA EAST MALL. LT.5 UNIT EM-5-05    |JL. MH THAMRIN NO 1, JAKARTA PUSAT 10310        |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083168|71135171428|74601363|DWIDAYATOUR.CO.ID GRAND INDONESIA - PB 3        |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:37.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |GRAND INDONESIA EAST MALL. LT.5 UNIT EM-5-05    |JL. MH THAMRIN NO 1, JAKARTA PUSAT 10310        |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083168|71135171428|74601364|DWIDAYATOUR.CO.ID GRAND INDONESIA - PB 3        |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:37.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |GRAND INDONESIA EAST MALL. LT.5 UNIT EM-5-05    |JL. MH THAMRIN NO 1, JAKARTA PUSAT 10310        |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083168|71135171428|74601365|DWIDAYATOUR.CO.ID GRAND INDONESIA - PB 3        |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:37.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |GRAND INDONESIA EAST MALL. LT.5 UNIT EM-5-05    |JL. MH THAMRIN NO 1, JAKARTA PUSAT 10310        |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083169|71135171521|74601366|DWIDAYATOUR.CO.ID HAYAM WURUK - PB 3            |Jakarta Barat (Kota Administrasi)  |                         |2023-01-18 10:30:38.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. HAYAM WURUK NO.121, MANGGA BESAR            |JAKARTA BARAT 11180                             |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083169|71135171521|74601367|DWIDAYATOUR.CO.ID HAYAM WURUK - PB 3            |Jakarta Barat (Kota Administrasi)  |                         |2023-01-18 10:30:38.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. HAYAM WURUK NO.121, MANGGA BESAR            |JAKARTA BARAT 11180                             |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083169|71135171521|74601368|DWIDAYATOUR.CO.ID HAYAM WURUK - PB 3            |Jakarta Barat (Kota Administrasi)  |                         |2023-01-18 10:30:38.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. HAYAM WURUK NO.121, MANGGA BESAR            |JAKARTA BARAT 11180                             |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083169|71135171521|74601369|DWIDAYATOUR.CO.ID HAYAM WURUK - PB 3            |Jakarta Barat (Kota Administrasi)  |                         |2023-01-18 10:30:38.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. HAYAM WURUK NO.121, MANGGA BESAR            |JAKARTA BARAT 11180                             |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083170|71135171614|74601370|DWIDAYATOUR.CO.ID KEMANG VILLAGE - PB 3         |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:38.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |LIPPO MALL KEMANG LG - 27 JL. P. ANTASARI 36    |JAKARTA SELATAN 12150                           |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083170|71135171614|74601371|DWIDAYATOUR.CO.ID KEMANG VILLAGE - PB 3         |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:38.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |LIPPO MALL KEMANG LG - 27 JL. P. ANTASARI 36    |JAKARTA SELATAN 12150                           |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083170|71135171614|74601372|DWIDAYATOUR.CO.ID KEMANG VILLAGE - PB 3         |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:38.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |LIPPO MALL KEMANG LG - 27 JL. P. ANTASARI 36    |JAKARTA SELATAN 12150                           |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083170|71135171614|74601373|DWIDAYATOUR.CO.ID KEMANG VILLAGE - PB 3         |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:38.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |LIPPO MALL KEMANG LG - 27 JL. P. ANTASARI 36    |JAKARTA SELATAN 12150                           |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083171|71135171707|74601374|DWIDAYATOUR.CO.ID KOTA KASABLANKA - PB 3        |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:39.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |KOTA KASABLANKA LT LG UNIT 06                   |JL. KASABLANKA KAV 88. JAKARTA SELATAN 12870    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083171|71135171707|74601375|DWIDAYATOUR.CO.ID KOTA KASABLANKA - PB 3        |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:39.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |KOTA KASABLANKA LT LG UNIT 06                   |JL. KASABLANKA KAV 88. JAKARTA SELATAN 12870    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083171|71135171707|74601376|DWIDAYATOUR.CO.ID KOTA KASABLANKA - PB 3        |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:39.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |KOTA KASABLANKA LT LG UNIT 06                   |JL. KASABLANKA KAV 88. JAKARTA SELATAN 12870    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083171|71135171707|74601377|DWIDAYATOUR.CO.ID KOTA KASABLANKA - PB 3        |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:39.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |KOTA KASABLANKA LT LG UNIT 06                   |JL. KASABLANKA KAV 88. JAKARTA SELATAN 12870    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083172|71135171800|74601378|DWIDAYATOUR.CO.ID MAL PONDOK INDAH - PB 3       |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:40.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MAL PONDOK INDAH 2. NORTH SKYWALK, LT 2 NO. N108|JAKARTA SELATAN, JAKARTA 12310                  |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083172|71135171800|74601379|DWIDAYATOUR.CO.ID MAL PONDOK INDAH - PB 3       |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:40.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MAL PONDOK INDAH 2. NORTH SKYWALK, LT 2 NO. N108|JAKARTA SELATAN, JAKARTA 12310                  |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083172|71135171800|74601380|DWIDAYATOUR.CO.ID MAL PONDOK INDAH - PB 3       |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:40.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MAL PONDOK INDAH 2. NORTH SKYWALK, LT 2 NO. N108|JAKARTA SELATAN, JAKARTA 12310                  |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083172|71135171800|74601381|DWIDAYATOUR.CO.ID MAL PONDOK INDAH - PB 3       |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:40.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MAL PONDOK INDAH 2. NORTH SKYWALK, LT 2 NO. N108|JAKARTA SELATAN, JAKARTA 12310                  |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083173|71135171993|74601382|DWIDAYATOUR.CO.ID MENARA ASTRA - PB 3           |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:40.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. JEND. SUDIRMAN KAV. 5-6 UNIT 9 & 10, LT 2   |JAKARTA 10220                                   |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083173|71135171993|74601383|DWIDAYATOUR.CO.ID MENARA ASTRA - PB 3           |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:40.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. JEND. SUDIRMAN KAV. 5-6 UNIT 9 & 10, LT 2   |JAKARTA 10220                                   |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083173|71135171993|74601384|DWIDAYATOUR.CO.ID MENARA ASTRA - PB 3           |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:40.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. JEND. SUDIRMAN KAV. 5-6 UNIT 9 & 10, LT 2   |JAKARTA 10220                                   |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083173|71135171993|74601385|DWIDAYATOUR.CO.ID MENARA ASTRA - PB 3           |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:40.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. JEND. SUDIRMAN KAV. 5-6 UNIT 9 & 10, LT 2   |JAKARTA 10220                                   |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083174|71135172051|74601386|DWIDAYATOUR.CO.ID MENARA IMPERIUM - PB 3        |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:41.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MENARA IMPERIUM LOWER GROUND 12 METROPOLITAN    |KUNINGAN SUPERBLOK KAV 1                        |JL. HR RASUNA SAID, JAK SLT 12980               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083174|71135172051|74601387|DWIDAYATOUR.CO.ID MENARA IMPERIUM - PB 3        |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:41.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MENARA IMPERIUM LOWER GROUND 12 METROPOLITAN    |KUNINGAN SUPERBLOK KAV 1                        |JL. HR RASUNA SAID, JAK SLT 12980               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083174|71135172051|74601388|DWIDAYATOUR.CO.ID MENARA IMPERIUM - PB 3        |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:41.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MENARA IMPERIUM LOWER GROUND 12 METROPOLITAN    |KUNINGAN SUPERBLOK KAV 1                        |JL. HR RASUNA SAID, JAK SLT 12980               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083174|71135172051|74601389|DWIDAYATOUR.CO.ID MENARA IMPERIUM - PB 3        |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:41.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MENARA IMPERIUM LOWER GROUND 12 METROPOLITAN    |KUNINGAN SUPERBLOK KAV 1                        |JL. HR RASUNA SAID, JAK SLT 12980               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083175|71135172144|74601390|DWIDAYATOUR.CO.ID PACIFIC PLACE - PB 3          |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:42.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |PACIFIC PLACE SUDIRMAN CENTRAL BUSINESS DISTRICT|BASEMENT FLOOR UNIT B1-24, LOT. 3&5             |JL.JEND SUDIRMAN KAV 52-53,JAKARTA SELATAN 12190|            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083175|71135172144|74601391|DWIDAYATOUR.CO.ID PACIFIC PLACE - PB 3          |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:42.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |PACIFIC PLACE SUDIRMAN CENTRAL BUSINESS DISTRICT|BASEMENT FLOOR UNIT B1-24, LOT. 3&5             |JL.JEND SUDIRMAN KAV 52-53,JAKARTA SELATAN 12190|            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083175|71135172144|74601392|DWIDAYATOUR.CO.ID PACIFIC PLACE - PB 3          |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:42.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |PACIFIC PLACE SUDIRMAN CENTRAL BUSINESS DISTRICT|BASEMENT FLOOR UNIT B1-24, LOT. 3&5             |JL.JEND SUDIRMAN KAV 52-53,JAKARTA SELATAN 12190|            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083175|71135172144|74601393|DWIDAYATOUR.CO.ID PACIFIC PLACE - PB 3          |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:42.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |PACIFIC PLACE SUDIRMAN CENTRAL BUSINESS DISTRICT|BASEMENT FLOOR UNIT B1-24, LOT. 3&5             |JL.JEND SUDIRMAN KAV 52-53,JAKARTA SELATAN 12190|            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083176|71135172237|74601394|DWIDAYATOUR.CO.ID SAMANHUDI - PB 3              |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:42.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. K.H SAMANHUDI NO 22 A-B, JAKARTA PUSAT 10710|-                                               |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083176|71135172237|74601395|DWIDAYATOUR.CO.ID SAMANHUDI - PB 3              |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:42.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. K.H SAMANHUDI NO 22 A-B, JAKARTA PUSAT 10710|-                                               |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083176|71135172237|74601396|DWIDAYATOUR.CO.ID SAMANHUDI - PB 3              |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:42.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. K.H SAMANHUDI NO 22 A-B, JAKARTA PUSAT 10710|-                                               |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083176|71135172237|74601397|DWIDAYATOUR.CO.ID SAMANHUDI - PB 3              |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:42.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. K.H SAMANHUDI NO 22 A-B, JAKARTA PUSAT 10710|-                                               |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083177|71135172330|74601398|DWIDAYATOUR.CO.ID SENAYAN CITY - PB 3           |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:43.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |SENAYAN CITY LT.6 SHOP UNIT 6-08 JL. ASIA AFRIKA|LOT 19, JAKARTA PUSAT 10270                     |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083177|71135172330|74601399|DWIDAYATOUR.CO.ID SENAYAN CITY - PB 3           |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:43.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |SENAYAN CITY LT.6 SHOP UNIT 6-08 JL. ASIA AFRIKA|LOT 19, JAKARTA PUSAT 10270                     |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083177|71135172330|74601400|DWIDAYATOUR.CO.ID SENAYAN CITY - PB 3           |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:43.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |SENAYAN CITY LT.6 SHOP UNIT 6-08 JL. ASIA AFRIKA|LOT 19, JAKARTA PUSAT 10270                     |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083177|71135172330|74601401|DWIDAYATOUR.CO.ID SENAYAN CITY - PB 3           |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:43.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |SENAYAN CITY LT.6 SHOP UNIT 6-08 JL. ASIA AFRIKA|LOT 19, JAKARTA PUSAT 10270                     |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083178|71135172423|74601402|DWIDAYATOUR.CO.ID WTC II JAKARTA LAND - PB 3    |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:44.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |GEDUNG WORLD TRADE CENTRE II ,LOWER GROUND      |JL JENDRAL SUDIRMAN KAV 29-31. JAKARTA 12920    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083178|71135172423|74601403|DWIDAYATOUR.CO.ID WTC II JAKARTA LAND - PB 3    |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:44.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |GEDUNG WORLD TRADE CENTRE II ,LOWER GROUND      |JL JENDRAL SUDIRMAN KAV 29-31. JAKARTA 12920    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083178|71135172423|74601404|DWIDAYATOUR.CO.ID WTC II JAKARTA LAND - PB 3    |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:44.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |GEDUNG WORLD TRADE CENTRE II ,LOWER GROUND      |JL JENDRAL SUDIRMAN KAV 29-31. JAKARTA 12920    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083178|71135172423|74601405|DWIDAYATOUR.CO.ID WTC II JAKARTA LAND - PB 3    |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:44.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |GEDUNG WORLD TRADE CENTRE II ,LOWER GROUND      |JL JENDRAL SUDIRMAN KAV 29-31. JAKARTA 12920    |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083179|71135172516|74601406|DWIDAYATOUR.CO.ID BALI TEUKU UMAR - PB 3        |Denpasar (Kota)                    |                         |2023-01-18 10:30:44.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. TEUKU UMAR NO. 77 BLOK C, DAUH PUTRI KLOD   |DENPASAR BARAT                                  |                                                |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083136|71135168303|74601240|DWIDAYATOUR.CO.ID MENARA IMPERIUM               |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:17.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MENARA IMPERIUM LOWER GROUND 12 METROPOLITAN    |KUNINGAN SUPERBLOK KAV 1                        |JL. HR RASUNA SAID, JAK SLT                     |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083136|71135168303|74601241|DWIDAYATOUR.CO.ID MENARA IMPERIUM               |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:17.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |MENARA IMPERIUM LOWER GROUND 12 METROPOLITAN    |KUNINGAN SUPERBLOK KAV 1                        |JL. HR RASUNA SAID, JAK SLT                     |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083137|71135168496|74601242|DWIDAYATOUR.CO.ID PACIFIC PLACE                 |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:18.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |PACIFIC PLACE SUDIRMAN CENTRAL BUSINESS DISTRICT|BASEMENT FLOOR UNIT B1-24, LOT. 3&5             |JL.JEND SUDIRMAN KAV 52-53, JAKARTA SELATAN     |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083137|71135168496|74601243|DWIDAYATOUR.CO.ID PACIFIC PLACE                 |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:18.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |PACIFIC PLACE SUDIRMAN CENTRAL BUSINESS DISTRICT|BASEMENT FLOOR UNIT B1-24, LOT. 3&5             |JL.JEND SUDIRMAN KAV 52-53, JAKARTA SELATAN     |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083137|71135168496|74601244|DWIDAYATOUR.CO.ID PACIFIC PLACE                 |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:18.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |PACIFIC PLACE SUDIRMAN CENTRAL BUSINESS DISTRICT|BASEMENT FLOOR UNIT B1-24, LOT. 3&5             |JL.JEND SUDIRMAN KAV 52-53, JAKARTA SELATAN     |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083137|71135168496|74601245|DWIDAYATOUR.CO.ID PACIFIC PLACE                 |Jakarta Selatan (Kota Administrasi)|                         |2023-01-18 10:30:18.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |PACIFIC PLACE SUDIRMAN CENTRAL BUSINESS DISTRICT|BASEMENT FLOOR UNIT B1-24, LOT. 3&5             |JL.JEND SUDIRMAN KAV 52-53, JAKARTA SELATAN     |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083138|71135168589|74601246|DWIDAYATOUR.CO.ID SAMANHUDI                     |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:19.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. K.H SAMANHUDI NO 22 A-B, JAKARTA PUSAT 10710|-                                               |-                                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083138|71135168589|74601247|DWIDAYATOUR.CO.ID SAMANHUDI                     |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:19.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. K.H SAMANHUDI NO 22 A-B, JAKARTA PUSAT 10710|-                                               |-                                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12003083138|71135168589|74601248|DWIDAYATOUR.CO.ID SAMANHUDI                     |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-18 10:30:19.000|Approval Completed        |                 |                  |None        |On Operation      |          |                    |JL. K.H SAMANHUDI NO 22 A-B, JAKARTA PUSAT 10710|-                                               |-                                               |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
